OSEBuildingID,BuildingType,NumberofBuildings,NumberofFloors,Latitude,Longitude,LargestPropertyUseType,PropertyGFATotal_avg,PropertyGFAParking_avg,PropertyGFABuilding(s)_avg,LargestPropertyUseTypeGFA_avg,SiteEnergyUse(kBtu)_avg,TotalGHGEmissions_avg,PropertyGFABuilding(s)_%,PropertyGFAParking_%,Dureedevie
1,NonResidential,1.0,12.0,47.6122,-122.33799,Hotel/Senior Care/Housing,88434.0,0.0,88434.0,88434.0,7103895.25,249.70499999999998,1.0,0.0,89
2,NonResidential,1.0,11.0,47.61317,-122.33393,Hotel/Senior Care/Housing,103566.0,15064.0,88502.0,83880.0,8371084.0,279.685,0.85,0.15,20
3,NonResidential,1.0,41.0,47.61393,-122.3381,Hotel/Senior Care/Housing,959050.0,98359.0,860691.0,756868.0,72858840.0,2075.38,0.9,0.1,47
5,NonResidential,1.0,10.0,47.61412,-122.33664,Hotel/Senior Care/Housing,61320.0,0.0,61320.0,61320.0,17511952.0,1111.385,1.0,0.0,90
8,NonResidential,1.0,18.0,47.61375,-122.34047,Hotel/Senior Care/Housing,147735.0,37230.0,110505.0,123445.0,14500852.5,506.355,0.75,0.25,36
9,Nonresidential COS,1.0,2.0,47.61623,-122.33657,Police Station,97288.0,37198.0,60090.0,88830.0,12069300.0,303.21500000000003,0.62,0.38,17
10,NonResidential,1.0,11.0,47.6139,-122.33283,Hotel/Senior Care/Housing,83008.0,0.0,83008.0,81352.0,6005818.5,192.3,1.0,0.0,90
11,NonResidential,1.0,8.0,47.61327,-122.33136,Loisirs,102761.0,0.0,102761.0,102761.0,6362076.75,210.75,1.0,0.0,90
12,NonResidential,1.0,15.0,47.60294,-122.33263,Hotel/Senior Care/Housing,163984.0,0.0,163984.0,163984.0,13178782.0,361.885,1.0,0.0,112
15,NonResidential,1.0,11.0,47.60695,-122.33414,Hotel/Senior Care/Housing,153163.0,19279.0,133884.0,133884.0,15368248.5,633.9449999999999,0.87,0.13,47
16,NonResidential,1.0,25.0,47.60713,-122.33323,Hotel/Senior Care/Housing,333176.0,61161.0,272015.0,336640.0,27329068.0,732.185,0.82,0.18,18
17,NonResidential,1.0,9.0,47.60699,-122.33346,Hotel/Senior Care/Housing,65009.0,0.0,65009.0,65009.0,6701642.25,331.55,1.0,0.0,88
18,NonResidential,1.0,33.0,47.60809,-122.33212,Hotel/Senior Care/Housing,315952.0,57600.0,258352.0,295511.0,22568527.0,661.98,0.82,0.18,36
19,NonResidential,1.0,11.0,47.60755,-122.33244,Hotel/Senior Care/Housing,79790.0,12600.0,67190.0,67390.0,10730730.5,498.82,0.84,0.16,94
21,Nonresidential COS,1.0,11.0,47.60649,-122.33297,Education,412000.0,57000.0,355000.0,364913.0,17719047.0,174.11,0.86,0.14,12
22,NonResidential,1.0,6.0,47.60546,-122.33279,Loisirs,103911.0,0.0,103911.0,90000.0,10148339.0,422.475,1.0,0.0,86
23,NonResidential,1.0,28.0,47.60681,-122.33078,Hotel/Senior Care/Housing,416281.0,85000.0,331281.0,348329.0,33413637.0,779.005,0.8,0.2,33
24,NonResidential,1.0,5.0,47.60515,-122.33159,Loisirs,57452.0,0.0,57452.0,16442.0,7543926.25,269.26,1.0,0.0,109
25,NonResidential,1.0,10.0,47.60376,-122.33194,Hotel/Senior Care/Housing,104352.0,0.0,104352.0,104352.0,8999860.0,380.27,1.0,0.0,100
26,NonResidential,1.0,10.0,47.60265,-122.33051,Courthouse,540360.0,0.0,540360.0,537150.0,49158558.0,1430.685,1.0,0.0,100
27,NonResidential,1.0,19.0,47.60378,-122.32842,Other,385274.0,0.0,385274.0,385274.0,49379530.0,1747.435,1.0,0.0,31
28,SPS-District K-12,1.0,2.0,47.54576,-122.26853,Education,56228.0,0.0,56228.0,58618.0,1496850.25,36.85,1.0,0.0,55
29,NonResidential,1.0,6.0,47.65959,-122.31755,Hotel/Senior Care/Housing,88592.0,30586.0,58006.0,58006.0,3772170.25,96.045,0.65,0.35,15
30,NonResidential,1.0,7.0,47.61816,-122.33629,Education,126593.0,0.0,126593.0,125000.0,10567621.5,348.32000000000005,1.0,0.0,88
31,NonResidential,1.0,2.0,47.615,-122.33081,Commerce,67224.0,0.0,67224.0,67224.0,1349476.8125,9.405000000000001,1.0,0.0,86
32,NonResidential,1.0,8.0,47.61301,-122.32929,Hotel/Senior Care/Housing,158676.0,30301.0,128375.0,112676.0,5243696.75,253.0,0.81,0.19,25
33,NonResidential,1.0,10.0,47.61784,-122.32966,Hotel/Senior Care/Housing,171866.0,38281.0,133585.0,128909.0,11044430.5,324.18,0.78,0.22,15
34,SPS-District K-12,1.0,1.0,47.62266,-122.30547,Education,126351.0,0.0,126351.0,126351.0,3141613.0,122.255,1.0,0.0,61
35,NonResidential,1.0,5.0,47.61558,-122.34186,Hotel/Senior Care/Housing,68410.0,16200.0,52210.0,47994.0,4399210.25,127.005,0.76,0.24,38
36,SPS-District K-12,1.0,2.0,47.70994,-122.29301,Education,160645.0,0.0,160645.0,164229.0,6583441.5,265.275,1.0,0.0,67
37,SPS-District K-12,1.0,2.0,47.6329,-122.35172,Education,51582.0,0.0,51582.0,55166.0,736274.0,10.35,1.0,0.0,27
38,NonResidential,1.0,3.0,47.6641,-122.33118,Office,87262.0,0.0,87262.0,40943.0,4067324.75,153.57999999999998,1.0,0.0,110
40,NonResidential,1.0,4.0,47.66583,-122.29965,Hotel/Senior Care/Housing,81871.0,0.0,81871.0,81871.0,7044166.75,229.185,1.0,0.0,22
41,NonResidential,1.0,2.0,47.66172,-122.29598,Self-Storage Facility,118375.0,0.0,118375.0,26225.0,312542.90625,3.8200000000000003,1.0,0.0,61
43,Campus,1.0,3.0,47.53493,-122.31788,Office,494835.0,0.0,494835.0,757027.0,448385312.0,16870.98,1.0,0.0,24
46,NonResidential,3.0,2.0,47.51138,-122.28875,Non-Refrigerated Warehouse,714095.0,0.0,714095.0,616000.0,46287526.0,322.69,1.0,0.0,55
50,SPS-District K-12,1.0,2.0,47.65671,-122.39047,Education,54986.0,0.0,54986.0,54986.0,1652945.625,30.125,1.0,0.0,26
51,SPS-District K-12,1.0,2.0,47.68252,-122.29498,Education,175565.0,0.0,175565.0,182861.0,6313273.25,262.36,1.0,0.0,66
52,NonResidential,1.0,2.0,47.66587,-122.38476,Office,94900.0,0.0,94900.0,55586.0,6115157.25,126.82,1.0,0.0,55
53,NonResidential,1.0,2.0,47.58034,-122.31132,Office,52554.0,0.0,52554.0,51029.0,2544508.625,70.41499999999999,1.0,0.0,116
54,NonResidential,1.0,3.0,47.68891,-122.33553,Education,175015.0,0.0,175015.0,175015.0,7037429.25,249.785,1.0,0.0,62
55,NonResidential,1.0,3.0,47.61351,-122.35129,Self-Storage Facility,70586.0,0.0,70586.0,38439.0,2152845.5,42.65,1.0,0.0,105
56,NonResidential,1.0,24.0,47.60946,-122.33337,Hotel/Senior Care/Housing,332210.0,205970.0,126240.0,348630.0,15911911.0,279.59000000000003,0.38,0.62,47
57,NonResidential,1.0,5.0,47.6113,-122.33659,Office,168115.0,0.0,168115.0,103431.5,9375001.0,65.355,1.0,0.0,43
58,NonResidential,1.0,2.0,47.61076,-122.33765,Commerce,57428.0,0.0,57428.0,43182.0,623681.0,16.63,1.0,0.0,96
59,NonResidential,1.0,8.0,47.61048,-122.33794,Office,59400.0,0.0,59400.0,34947.0,4493960.5,31.33,1.0,0.0,106
60,NonResidential,1.0,2.0,47.60886,-122.33744,Loisirs,52549.0,0.0,52549.0,23500.0,15305071.5,583.8599999999999,1.0,0.0,90
62,NonResidential,1.0,20.0,47.61233,-122.33432,Hotel/Senior Care/Housing,98634.0,10043.0,88591.0,83591.0,5508579.75,68.495,0.9,0.1,86
63,NonResidential,1.0,34.0,47.61087,-122.33339,Hotel/Senior Care/Housing,994212.0,146694.0,847518.0,994212.0,82913584.0,2648.825,0.85,0.15,34
65,NonResidential,1.0,7.0,47.60997,-122.34138,Hotel/Senior Care/Housing,71150.0,0.0,71150.0,41340.0,5194345.5,130.605,1.0,0.0,31
66,NonResidential,1.0,7.0,47.61155,-122.34114,Hotel/Senior Care/Housing,122810.0,0.0,122810.0,88360.0,5244070.25,218.55,1.0,0.0,108
67,NonResidential,1.0,5.0,47.61986,-122.34413,Hotel/Senior Care/Housing,113173.0,42546.0,70627.0,70627.0,5136292.25,132.76,0.62,0.38,57
68,NonResidential,1.0,7.0,47.62001,-122.34274,Hotel/Senior Care/Housing,150453.0,34735.0,115718.0,107547.0,6719036.5,195.765,0.77,0.23,16
69,NonResidential,1.0,6.0,47.62025,-122.34314,Hotel/Senior Care/Housing,116300.0,28200.0,88100.0,88490.0,5920836.75,166.2,0.76,0.24,19
70,NonResidential,1.0,6.0,47.62023,-122.35951,Hotel/Senior Care/Housing,155602.0,36744.0,118858.0,155602.0,6876096.5,154.675,0.76,0.24,18
73,NonResidential,1.0,3.0,47.63442,-122.30793,Education,56072.0,0.0,56072.0,56072.0,3170858.875,142.98000000000002,1.0,0.0,105
77,NonResidential,1.0,4.0,47.62519,-122.34456,Hotel/Senior Care/Housing,122942.0,44891.0,78051.0,78051.0,5307055.5,170.565,0.63,0.37,17
82,NonResidential,1.0,2.0,47.60823,-122.30956,Office,54984.0,0.0,54984.0,54984.0,3440084.0,86.745,1.0,0.0,54
84,NonResidential,1.0,5.0,47.55837,-122.37751,Hotel/Senior Care,217603.0,0.0,217603.0,296313.0,44143198.0,1792.975,1.0,0.0,94
85,NonResidential,1.0,2.0,47.72426,-122.35599,Hotel/Senior Care,93397.0,0.0,93397.0,93397.0,16387163.5,605.55,1.0,0.0,46
86,NonResidential,1.0,6.0,47.61988,-122.33211,Hotel/Senior Care/Housing,84103.0,20732.0,63371.0,63371.0,3842616.125,70.55000000000001,0.75,0.25,8
89,NonResidential,1.0,3.0,47.61244,-122.3214,Santé,179014.0,0.0,179014.0,179014.0,17784911.5,497.30999999999995,1.0,0.0,51
95,NonResidential,1.0,7.0,47.60898,-122.32693,Hotel/Senior Care/Housing,76631.0,0.0,76631.0,76631.0,7245343.25,259.195,1.0,0.0,108
96,NonResidential,1.0,6.0,47.60845,-122.32637,Santé,143690.0,13917.0,129773.0,40174.0,15356902.5,463.19500000000005,0.9,0.1,33
98,NonResidential,1.0,2.0,47.62237,-122.33805,Commerce,58320.0,0.0,58320.0,72072.0,1061964.3125,39.375,1.0,0.0,87
100,NonResidential,1.0,5.0,47.62424,-122.33646,Office,316306.0,0.0,316306.0,261826.0,13548406.5,134.94,1.0,0.0,6
102,NonResidential,1.0,7.0,47.62642,-122.33325,Hotel/Senior Care/Housing,282863.0,44766.0,238097.0,235788.0,19144220.0,518.015,0.84,0.16,26
103,Nonresidential COS,1.0,1.0,47.62208,-122.35398,Other,259000.0,0.0,259000.0,368000.0,26498189.0,683.96,1.0,0.0,54
104,Nonresidential COS,1.0,1.0,47.62208,-122.35398,Other,91213.0,0.0,91213.0,65000.0,6605504.75,233.74,1.0,0.0,54
106,Nonresidential COS,1.0,5.0,47.62208,-122.35398,Other,396085.0,0.0,396085.0,278500.0,24070061.0,852.505,1.0,0.0,78
107,NonResidential,1.0,12.0,47.62112,-122.33629,Office,571329.0,0.0,571329.0,598801.0,40670332.0,627.24,1.0,0.0,6
110,Nonresidential COS,1.0,2.0,47.62395,-122.35077,Other,50840.0,0.0,50840.0,52000.0,2679420.5,99.11,1.0,0.0,54
111,Nonresidential COS,1.0,1.0,47.62395,-122.35077,Other,60696.0,0.0,60696.0,108000.0,900461.65625,6.28,1.0,0.0,88
112,Nonresidential COS,1.0,2.0,47.62395,-122.35143,Other,262048.0,0.0,262048.0,296000.0,20775689.0,444.62,1.0,0.0,88
113,NonResidential,1.0,2.0,47.62391,-122.34837,Office,66240.0,2352.0,63888.0,45900.0,4248136.125,29.615000000000002,0.96,0.04,30
114,NonResidential,1.0,6.0,47.62419,-122.34443,Office,920598.0,303707.0,616891.0,729584.0,36674116.0,654.06,0.67,0.33,6
115,NonResidential,1.0,4.0,47.62053,-122.35842,Office,76213.0,25930.0,50283.0,48546.0,3389882.75,47.295,0.66,0.34,46
116,NonResidential,1.0,6.0,47.62291,-122.35708,Hotel/Senior Care/Housing,107324.0,36934.0,70390.0,59976.0,5108421.25,145.41,0.66,0.34,14
117,NonResidential,2.0,4.0,47.65772,-122.31756,Hotel/Senior Care/Housing,50017.0,0.0,50017.0,50017.0,5509723.5,193.76999999999998,1.0,0.0,54
118,SPS-District K-12,1.0,3.0,47.5636,-122.358,Education,74468.0,0.0,74468.0,75066.0,928664.5,18.52,1.0,0.0,17
119,NonResidential,1.0,3.0,47.62548,-122.30828,Education,67743.0,0.0,67743.0,67743.0,2475083.5,71.4,1.0,0.0,93
120,NonResidential,1.0,6.0,47.62644,-122.30429,Education,194104.0,0.0,194104.0,194104.0,6054861.75,236.605,1.0,0.0,108
121,NonResidential,1.0,3.0,47.58408,-122.30125,Office,99433.0,35752.0,63681.0,63681.0,4668397.0,32.545,0.64,0.36,13
122,SPS-District K-12,1.0,2.0,47.57324,-122.29058,Education,58933.0,0.0,58933.0,60725.0,1075060.0,15.675,1.0,0.0,25
125,SPS-District K-12,1.0,1.0,47.56413,-122.31208,Education,130862.0,0.0,130862.0,133253.0,6153617.5,224.985,1.0,0.0,59
127,SPS-District K-12,1.0,3.0,47.55478,-122.27596,Education,59955.0,0.0,59955.0,59955.0,1577364.1875,17.79,1.0,0.0,27
130,SPS-District K-12,1.0,2.0,47.63683,-122.35896,Education,93218.0,0.0,93218.0,93218.0,2979995.5,91.065,1.0,0.0,52
131,NonResidential,1.0,4.0,47.67524,-122.31534,Other,56521.0,0.0,56521.0,49000.0,6400446.0,44.620000000000005,1.0,0.0,75
132,NonResidential,1.0,2.0,47.67559,-122.31769,Other,206934.0,0.0,206934.0,119146.0,4357773.25,136.41000000000003,1.0,0.0,87
136,NonResidential,1.0,4.0,47.73141,-122.3458,Hotel/Senior Care/Housing,51390.0,0.0,51390.0,51390.0,3738118.5,133.08,1.0,0.0,15
137,SPS-District K-12,1.0,2.0,47.72463,-122.35315,Education,131013.0,0.0,131013.0,131909.0,3916902.75,126.22,1.0,0.0,53
138,SPS-District K-12,1.0,1.0,47.7257,-122.33684,Education,245587.0,0.0,245587.0,245587.0,11104989.5,410.40999999999997,1.0,0.0,57
139,NonResidential,1.0,3.0,47.72551,-122.3423,Hotel/Senior Care/Housing,69138.0,0.0,69138.0,70609.0,3270514.0,88.71000000000001,1.0,0.0,14
140,SPS-District K-12,1.0,3.0,47.65464,-122.34912,Education,66588.0,0.0,66588.0,66588.0,1016537.0,14.42,1.0,0.0,25
144,NonResidential,1.0,5.0,47.6048,-122.3368,Hotel/Senior Care/Housing,190980.0,0.0,190980.0,190980.0,6720859.0,146.31,1.0,0.0,112
145,Nonresidential COS,1.0,6.0,47.60804,-122.3367,Loisirs,284100.0,0.0,284100.0,189750.0,14405401.5,383.675,1.0,0.0,18
147,NonResidential,4.0,5.0,47.66737,-122.37956,Hospital (General Medical & Surgical),285333.0,0.0,285333.0,302661.0,65726622.0,1932.46,1.0,0.0,62
148,SPS-District K-12,1.0,2.0,47.6706,-122.36225,Education,55513.0,0.0,55513.0,58500.5,1563267.875,10.895,1.0,0.0,25
163,Nonresidential COS,1.0,4.0,47.60112,-122.32785,Other,61156.0,0.0,61156.0,42755.0,9898880.5,198.845,1.0,0.0,10
167,NonResidential,1.0,4.0,47.59809,-122.32283,Loisirs,72820.0,6910.0,65910.0,58000.0,2043542.3125,44.625,0.91,0.09,106
168,NonResidential,1.0,4.0,47.62614,-122.3467,Hotel/Senior Care/Housing,162222.0,14200.0,148022.0,113702.0,7850020.5,218.215,0.91,0.09,20
169,SPS-District K-12,1.0,4.0,47.57589,-122.29365,Education,289588.0,0.0,289588.0,289588.0,8783835.5,176.385,1.0,0.0,26
170,NonResidential,1.0,3.0,47.61495,-122.32177,Education,63330.0,0.0,63330.0,64820.0,2907668.0,67.34,1.0,0.0,101
172,Campus,27.0,2.0,47.547,-122.35307,Education,441071.0,0.0,441071.0,483000.0,37866262.0,853.01,1.0,0.0,46
173,NonResidential,1.0,2.0,47.67828,-122.26456,Office,96300.0,0.0,96300.0,92300.0,16279410.0,223.075,1.0,0.0,14
174,Nonresidential COS,1.0,1.0,47.59545,-122.32146,Commerce,67356.0,0.0,67356.0,68359.0,7026353.75,207.705,1.0,0.0,66
175,SPS-District K-12,1.0,3.0,47.60598,-122.30156,Education,254523.0,0.0,254523.0,254523.0,13588407.0,362.85,1.0,0.0,8
176,SPS-District K-12,1.0,3.0,47.51482,-122.25864,Education,78804.0,0.0,78804.0,78804.0,2473395.5,55.135000000000005,1.0,0.0,15
177,SPS-District K-12,1.0,3.0,47.61224,-122.29087,Education,66994.0,0.0,66994.0,66994.0,2318937.25,40.515,1.0,0.0,14
178,SPS-District K-12,1.0,3.0,47.52915,-122.28904,Education,98357.0,0.0,98357.0,98357.0,3361063.25,88.595,1.0,0.0,16
179,NonResidential,1.0,1.0,47.53827,-122.28406,Office,54765.0,0.0,54765.0,25765.0,4285011.75,60.41,1.0,0.0,58
180,NonResidential,1.0,5.0,47.53722,-122.284,Hotel/Senior Care,89821.0,0.0,89821.0,46483.0,1983893.25,102.315,1.0,0.0,7
182,NonResidential,1.0,2.0,47.65147,-122.36122,Education,52611.0,0.0,52611.0,52611.0,4258349.75,104.78999999999999,1.0,0.0,36
183,NonResidential,1.0,4.0,47.65068,-122.36331,Hotel/Senior Care,139600.0,37500.0,102100.0,135520.0,4433318.75,126.20499999999998,0.73,0.27,15
185,SPS-District K-12,1.0,2.0,47.70763,-122.29453,Education,236758.0,0.0,236758.0,237953.5,8203482.75,212.875,1.0,0.0,5
187,NonResidential,3.0,6.0,47.60462,-122.31549,Other,250981.0,0.0,250981.0,137565.0,13486817.5,410.475,1.0,0.0,45
189,SPS-District K-12,1.0,3.0,47.68725,-122.35996,Education,62526.0,0.0,62526.0,62526.0,1914031.4375,51.575,1.0,0.0,14
190,NonResidential,1.0,3.0,47.536,-122.31768,Office,64015.0,0.0,64015.0,30000.0,3295871.875,51.425,1.0,0.0,9
194,NonResidential,1.0,1.0,47.70759,-122.3255,Commerce,530039.0,0.0,530039.0,505103.0,28392163.0,744.515,1.0,0.0,65
195,NonResidential,1.0,3.0,47.7066,-122.321,Other/Specialty Hospital,54224.0,0.0,54224.0,47012.0,7439147.0,240.26999999999998,1.0,0.0,52
197,NonResidential,1.0,4.0,47.70619,-122.32586,Commerce,124342.0,0.0,124342.0,122000.0,8800541.0,65.72,1.0,0.0,51
198,NonResidential,6.0,10.0,47.66231,-122.28146,Hospital (General Medical & Surgical),879000.0,0.0,879000.0,879000.0,252512144.0,8096.110000000001,1.0,0.0,63
200,NonResidential,1.0,3.0,47.70956,-122.3345,Office,55442.0,0.0,55442.0,28636.0,3141393.625,82.095,1.0,0.0,20
205,SPS-District K-12,1.0,2.0,47.67661,-122.37489,Education,242795.0,0.0,242795.0,242795.0,8942867.0,121.4,1.0,0.0,17
209,NonResidential,1.0,5.0,47.61233,-122.3171,Self-Storage Facility,84870.0,0.0,84870.0,85521.0,1259144.0625,45.730000000000004,1.0,0.0,106
211,Campus,11.0,2.0,47.69936,-122.33401,Education,694072.0,111625.0,582447.0,667300.0,36504348.0,401.565,0.84,0.16,46
212,SPS-District K-12,1.0,2.0,47.54632,-122.28198,Education,173185.0,0.0,173185.0,173185.0,6495617.75,262.35,1.0,0.0,64
214,SPS-District K-12,1.0,1.0,47.54862,-122.36214,Education,145341.0,0.0,145341.0,139069.0,5248556.0,191.555,1.0,0.0,53
215,NonResidential,1.0,4.0,47.55152,-122.31869,Non-Refrigerated Warehouse,114297.0,0.0,114297.0,114297.0,1919410.875,61.19,1.0,0.0,112
216,SPS-District K-12,1.0,2.0,47.52407,-122.26586,Education,184125.0,0.0,184125.0,184125.0,8418789.5,311.545,1.0,0.0,56
217,SPS-District K-12,1.0,1.0,47.69675,-122.3776,Education,160270.0,0.0,160270.0,160270.0,2837225.0,220.7,1.0,0.0,57
220,NonResidential,1.0,1.0,47.55901,-122.33328,Non-Refrigerated Warehouse,234144.0,0.0,234144.0,234144.0,7057530.0,308.89,1.0,0.0,79
223,NonResidential,1.0,1.0,47.52254,-122.36627,Commerce,64984.0,0.0,64984.0,65425.0,2832971.125,34.265,1.0,0.0,50
224,NonResidential,1.0,1.0,47.52254,-122.36627,Commerce,67745.0,0.0,67745.0,67782.0,9395594.0,368.885,1.0,0.0,51
225,SPS-District K-12,1.0,2.0,47.52915,-122.36511,Education,367884.0,0.0,367884.0,367884.0,12264601.5,272.08500000000004,1.0,0.0,6
226,SPS-District K-12,1.0,1.0,47.51778,-122.37074,Education,46797.0,0.0,46797.0,46797.0,1993751.0,67.83500000000001,1.0,0.0,58
227,SPS-District K-12,1.0,3.0,47.59796,-122.30415,Education,136188.0,0.0,136188.0,136188.0,2718028.5,174.7,1.0,0.0,53
228,NonResidential,1.0,3.0,47.67767,-122.39631,Other,56000.0,0.0,56000.0,56000.0,1803262.25,56.475,1.0,0.0,43
229,SPS-District K-12,1.0,2.0,47.54174,-122.27691,Education,67371.0,0.0,67371.0,67371.0,2102146.0,44.58,1.0,0.0,12
230,NonResidential,1.0,2.0,47.54508,-122.37737,Self-Storage Facility,52088.0,0.0,52088.0,52088.0,1282159.75,44.265,1.0,0.0,47
231,SPS-District K-12,1.0,3.0,47.65708,-122.33803,Education,127776.0,0.0,127776.0,127776.0,4480931.5,68.52,1.0,0.0,6
232,NonResidential,1.0,5.0,47.62972,-122.32906,Hotel/Senior Care/Housing,123920.0,30000.0,93920.0,123920.0,9168620.0,299.515,0.76,0.24,18
233,Nonresidential COS,1.0,1.0,47.62759,-122.33661,Loisirs,54000.0,0.0,54000.0,43000.0,7443659.0,223.655,1.0,0.0,116
234,Nonresidential COS,1.0,2.0,47.62591,-122.34084,Non-Refrigerated Warehouse,50292.0,0.0,50292.0,42345.0,572959.84375,3.995,1.0,0.0,90
235,NonResidential,1.0,7.0,47.62782,-122.34045,Hotel/Senior Care/Housing,207656.0,54341.0,153315.0,141591.0,10953659.5,326.21000000000004,0.74,0.26,18
237,SPS-District K-12,1.0,2.0,47.68359,-122.37308,Education,67235.0,0.0,67235.0,67235.0,2324242.375,46.59,1.0,0.0,17
238,Nonresidential COS,1.0,2.0,47.70044,-122.34136,Office,88073.5,0.0,88073.5,57968.0,9309542.5,171.25,1.0,0.0,59
239,SPS-District K-12,1.0,3.0,47.54025,-122.3885,Education,58118.0,0.0,58118.0,59014.0,1385135.125,19.575,1.0,0.0,25
241,NonResidential,1.0,4.0,47.70916,-122.33216,Hotel/Senior Care/Housing,64893.0,0.0,64893.0,64893.0,6127153.0,207.28,1.0,0.0,48
242,SPS-District K-12,1.0,2.0,47.69823,-122.32126,Education,52792.0,0.0,52792.0,55480.0,613645.0,4.28,1.0,0.0,27
243,SPS-District K-12,1.0,1.0,47.53809,-122.29591,Education,70762.0,0.0,70762.0,70762.0,3269709.5,153.92000000000002,1.0,0.0,91
244,NonResidential,1.0,3.0,47.60105,-122.33518,Office,50507.0,0.0,50507.0,34416.0,1602459.625,27.41,1.0,0.0,116
245,NonResidential,1.0,6.0,47.59544,-122.33159,Loisirs,1585960.0,327680.0,1258280.0,1585960.0,59874712.0,863.37,0.79,0.21,17
247,Nonresidential COS,1.0,2.0,47.57199,-122.32811,Distribution Center,179161.0,0.0,179161.0,117476.0,9705389.0,97.69,1.0,0.0,92
248,Nonresidential COS,1.0,2.0,47.57199,-122.32811,Non-Refrigerated Warehouse,54320.0,0.0,54320.0,40831.0,4022750.125,28.045,1.0,0.0,51
249,NonResidential,1.0,3.0,47.59085,-122.33354,Loisirs,1172127.0,0.0,1172127.0,1172127.0,58137710.0,1241.74,1.0,0.0,17
250,NonResidential,1.0,9.0,47.59269,-122.33372,Hotel/Senior Care/Housing,168449.0,14567.0,153882.0,135006.0,12921522.5,395.2,0.91,0.09,11
257,NonResidential,1.0,4.0,47.57507,-122.35747,Non-Refrigerated Warehouse,79600.0,0.0,79600.0,79600.0,2099194.125,14.635,1.0,0.0,100
260,SPS-District K-12,1.0,4.0,47.65996,-122.33962,Education,241066.0,0.0,241066.0,241066.0,7831154.0,267.25,1.0,0.0,19
261,Campus,14.0,2.0,47.52429,-122.31234,Office,334368.0,31874.0,302494.0,250492.0,52870238.0,727.405,0.9,0.1,36
263,NonResidential,1.0,6.0,47.70281,-122.32532,Parking,419848.0,335109.0,84739.0,335109.0,9306414.0,163.2,0.2,0.8,8
264,NonResidential,1.0,4.0,47.6239,-122.35756,Hotel/Senior Care,110785.0,19589.5,91195.5,58563.0,10583349.0,92.22,0.82,0.18,14
267,NonResidential,1.0,0.0,47.61275,-122.3333,Hotel/Senior Care/Housing,934292.0,0.0,934292.0,495536.0,64429164.0,1598.655,1.0,0.0,17
268,NonResidential,6.0,5.0,47.60705,-122.30966,Hospital (General Medical & Surgical),597519.0,0.0,597519.0,601615.0,140529360.0,4815.88,1.0,0.0,26
273,SPS-District K-12,1.0,1.0,47.52518,-122.34828,Education,71714.0,0.0,71714.0,71714.0,2297339.5,33.255,1.0,0.0,17
274,NonResidential,1.0,3.0,47.65097,-122.34227,Non-Refrigerated Warehouse,75397.0,8161.0,67236.0,67236.0,532698.6875,9.145,0.89,0.11,25
276,NonResidential,9.0,8.0,47.60399,-122.32377,Hospital (General Medical & Surgical),1158691.0,0.0,1158691.0,1350182.0,294451712.0,10757.605,1.0,0.0,16
278,NonResidential,1.0,5.0,47.59626,-122.3218,Hotel/Senior Care,102796.0,12611.0,90185.0,55259.0,10363003.5,195.62,0.88,0.12,17
279,SPS-District K-12,1.0,2.0,47.57678,-122.38459,Education,208981.0,0.0,208981.0,208981.0,7864728.5,191.845,1.0,0.0,14
281,NonResidential,1.0,2.0,47.66568,-122.31368,Education,55653.0,0.0,55653.0,55500.0,1690550.5,89.4,1.0,0.0,88
282,NonResidential,1.0,16.0,47.66151,-122.31457,Hotel/Senior Care/Housing,106860.0,0.0,106860.0,106860.0,12011608.5,468.375,1.0,0.0,85
283,NonResidential,1.0,5.0,47.71895,-122.29475,Office,50759.0,0.0,50759.0,47079.0,3096090.5,46.435,1.0,0.0,44
284,NonResidential,1.0,2.0,47.66182,-122.31113,Loisirs,56772.0,0.0,56772.0,56772.0,2394717.375,82.68,1.0,0.0,64
285,NonResidential,1.0,3.0,47.6626,-122.31164,Loisirs,103000.0,0.0,103000.0,103000.0,4859418.75,147.23000000000002,1.0,0.0,64
286,SPS-District K-12,1.0,3.0,47.67723,-122.31281,Education,269297.0,0.0,269297.0,269297.0,10389965.0,208.64,1.0,0.0,10
287,SPS-District K-12,1.0,3.0,47.67184,-122.29221,Education,75174.0,0.0,75174.0,75174.0,2694300.5,70.08,1.0,0.0,15
289,SPS-District K-12,1.0,3.0,47.64052,-122.3656,Education,75214.0,0.0,75214.0,75214.0,2315052.5,41.265,1.0,0.0,13
290,SPS-District K-12,1.0,3.0,47.57298,-122.39028,Education,134918.0,0.0,134918.0,134918.0,3797571.25,67.375,1.0,0.0,11
291,SPS-District K-12,1.0,2.0,47.59096,-122.29985,Education,64414.0,0.0,64414.0,65012.0,2354927.75,16.415,1.0,0.0,25
292,SPS-District K-12,1.0,3.0,47.67725,-122.32232,Education,92437.0,0.0,92437.0,92437.0,4806543.0,209.585,1.0,0.0,89
293,NonResidential,1.0,7.0,47.61103,-122.33238,Loisirs,128766.0,0.0,128766.0,109754.0,6304014.0,56.765,1.0,0.0,102
294,NonResidential,1.0,9.0,47.6079,-122.33266,Hotel/Senior Care,107572.0,0.0,107572.0,63934.0,5508764.0,239.365,1.0,0.0,103
295,NonResidential,1.0,15.0,47.60699,-122.33481,Other,230880.0,0.0,230880.0,203000.0,62932832.0,438.73,1.0,0.0,61
