OSEBuildingID,BuildingType,NumberofBuildings,NumberofFloors,Latitude,Longitude,LargestPropertyUseType,PropertyGFATotal_avg,PropertyGFAParking_avg,PropertyGFABuilding(s)_avg,LargestPropertyUseTypeGFA_avg,SiteEnergyUse(kBtu)_avg,TotalGHGEmissions_avg,PropertyGFABuilding(s)_%,PropertyGFAParking_%,Dureedevie
21116,NonResidential,1.0,3.0,47.61109,-122.32721,Other,30971.0,0.0,30971.0,30971.0,2811075.5,91.86,1.0,0.0,96
21117,NonResidential,1.0,3.0,47.61063,-122.32741,Office,22667.0,0.0,22667.0,22667.0,3672127.5,138.195,1.0,0.0,70
21119,NonResidential,1.0,2.0,47.64965,-122.34913,Non-Refrigerated Warehouse,33840.0,0.0,33840.0,18740.0,1724722.125,43.745000000000005,1.0,0.0,89
21122,NonResidential,5.0,3.0,47.6502,-122.34959,Hotel/Senior Care,41827.0,9226.0,32601.0,14273.0,4220727.5,110.245,0.78,0.22,15
21125,NonResidential,1.0,5.0,47.65114,-122.34954,Office,33740.0,6010.0,27730.0,15908.0,1347936.125,9.395,0.82,0.18,15
21129,NonResidential,1.0,2.0,47.65115,-122.35024,Commerce,20516.0,0.0,20516.0,10155.0,983971.8125,39.93,1.0,0.0,105
21133,NonResidential,1.0,3.0,47.65019,-122.35013,Commerce,27480.0,0.0,27480.0,22218.0,1242647.625,8.66,1.0,0.0,110
21138,NonResidential,1.0,1.0,47.65061,-122.35159,Office,46958.0,0.0,46958.0,40313.0,1897936.4375,30.84,1.0,0.0,69
21140,NonResidential,1.0,1.0,47.65214,-122.356,Distribution Center,26532.0,0.0,26532.0,26532.0,1847636.125,59.89,1.0,0.0,32
21141,NonResidential,1.0,2.0,47.65186,-122.35531,Office,22388.0,0.0,22388.0,19600.0,545438.0625,8.545,1.0,0.0,35
21142,NonResidential,1.0,1.0,47.65138,-122.35565,Other,30730.0,0.0,30730.0,30730.0,2588371.625,60.5,1.0,0.0,47
21145,NonResidential,1.0,2.0,47.65297,-122.35839,Office,35600.0,0.0,35600.0,36839.0,1994246.875,16.990000000000002,1.0,0.0,30
21150,NonResidential,1.0,3.0,47.64905,-122.36055,Loisirs,62000.0,0.0,62000.0,57200.0,1749221.5625,79.455,1.0,0.0,67
21172,NonResidential,1.0,2.0,47.64805,-122.35534,Office,23600.0,0.0,23600.0,23600.0,745573.34375,5.195,1.0,0.0,35
21177,NonResidential,1.0,3.0,47.64976,-122.35684,Office,40067.0,0.0,40067.0,40067.0,2504310.875,17.46,1.0,0.0,30
21178,NonResidential,1.0,3.0,47.64976,-122.35684,Office,26419.0,6922.0,19497.0,26419.0,1027672.5,7.16,0.74,0.26,27
21179,NonResidential,1.0,3.0,47.64976,-122.35684,Office,25262.0,0.0,25262.0,25262.0,1269424.125,18.71,1.0,0.0,37
21180,NonResidential,1.0,3.0,47.64975,-122.35289,Other,53103.0,0.0,53103.0,38723.0,4924829.0,38.334999999999994,1.0,0.0,20
21181,NonResidential,1.0,3.0,47.64901,-122.35516,Office,34106.0,0.0,34106.0,32739.0,1846664.5625,12.875,1.0,0.0,36
21182,NonResidential,1.0,3.0,47.64934,-122.35592,Office,50896.5,0.0,50896.5,34545.0,2782274.375,19.395,1.0,0.0,36
21183,NonResidential,1.0,3.0,47.64865,-122.35435,Office,70296.0,0.0,70296.0,70296.0,2808233.75,19.575000000000003,1.0,0.0,36
21192,NonResidential,2.0,2.0,47.55105,-122.34695,Distribution Center,28368.0,0.0,28368.0,35300.0,1838261.3125,27.060000000000002,1.0,0.0,45
21208,NonResidential,1.0,2.0,47.72471,-122.3412,Other,92080.0,0.0,92080.0,92129.0,5680488.25,150.945,1.0,0.0,52
21212,NonResidential,1.0,1.0,47.72288,-122.34065,Loisirs,20236.0,0.0,20236.0,20236.0,1978208.125,48.695,1.0,0.0,55
21213,NonResidential,1.0,2.0,47.72004,-122.34418,Office,39815.0,0.0,39815.0,27118.0,1802769.875,40.17,1.0,0.0,65
21216,Nonresidential COS,1.0,4.0,47.72299,-122.34293,Hotel/Senior Care,25557.0,0.0,25557.0,25557.0,1797402.25,12.530000000000001,1.0,0.0,46
21218,Nonresidential COS,1.0,2.0,47.72134,-122.34102,Office,26994.0,0.0,26994.0,16243.0,3196687.625,128.215,1.0,0.0,58
21219,NonResidential,1.0,1.0,47.72183,-122.34328,Non-Refrigerated Warehouse,48112.0,0.0,48112.0,48112.0,1546835.9375,10.785,1.0,0.0,44
21221,NonResidential,1.0,1.0,47.72065,-122.34318,Office,20909.0,0.0,20909.0,19050.0,1129532.625,29.865000000000002,1.0,0.0,7
21226,NonResidential,1.0,2.0,47.73387,-122.34722,Office,42793.0,16518.0,26275.0,26275.0,1692492.75,11.795,0.61,0.39,15
21233,NonResidential,1.0,2.0,47.72644,-122.34338,Loisirs,45000.0,0.0,45000.0,45000.0,5783667.0,168.925,1.0,0.0,9
21236,NonResidential,1.0,1.0,47.72337,-122.34373,Commerce,26115.0,0.0,26115.0,26115.0,1647447.3125,33.465,1.0,0.0,18
21237,NonResidential,1.0,1.0,47.72569066,-122.3432661,Commerce,23696.0,0.0,23696.0,23829.0,1392153.0,35.11,1.0,0.0,14
21239,NonResidential,1.0,1.0,47.6702,-122.32066,Loisirs,26033.0,0.0,26033.0,30044.0,1085626.125,42.845,1.0,0.0,67
21243,NonResidential,1.0,4.0,47.64344,-122.3509,Education,48660.0,0.0,48660.0,49468.0,1885753.0625,61.81,1.0,0.0,9
21244,NonResidential,1.0,2.0,47.6441,-122.34795,Hotel/Senior Care,46539.0,0.0,46539.0,46539.0,5212443.25,170.79,1.0,0.0,46
21262,NonResidential,1.0,4.0,47.61283,-122.34392,Hotel/Senior Care,29796.0,0.0,29796.0,29796.0,2262228.0,80.61500000000001,1.0,0.0,107
21265,NonResidential,1.0,2.0,47.6123,-122.34395,Commerce,26400.0,0.0,26400.0,14428.0,1016341.9375,16.25,1.0,0.0,96
21266,NonResidential,1.0,3.0,47.61185,-122.3434,Office,38148.0,0.0,38148.0,37853.0,1377696.375,9.605,1.0,0.0,98
21270,NonResidential,1.0,2.0,47.62231,-122.34145,Non-Refrigerated Warehouse,28800.0,0.0,28800.0,14400.0,430458.0,11.93,1.0,0.0,88
21278,NonResidential,1.0,5.0,47.62232,-122.36101,Loisirs,31945.0,0.0,31945.0,31945.0,1809068.5,12.61,1.0,0.0,61
21290,NonResidential,1.0,5.0,47.6189,-122.35713,Office,85963.0,33055.0,52908.0,52908.0,4500899.5,31.38,0.62,0.38,31
21310,NonResidential,1.0,4.0,47.60683,-122.33771,Commerce,34680.0,0.0,34680.0,34680.0,1185379.9375,27.005,1.0,0.0,116
21313,NonResidential,1.0,3.0,47.60867,-122.33265,Loisirs,75058.0,34510.0,40548.0,75058.0,6733487.5,304.85,0.54,0.46,48
21315,NonResidential,1.0,3.0,47.61119,-122.33581,Office,57720.0,0.0,57720.0,25000.0,34024.25,0.24,1.0,0.0,113
21317,NonResidential,1.0,1.0,47.61103,-122.33549,Commerce,36504.0,0.0,36504.0,16200.0,2120347.875,20.695,1.0,0.0,101
21318,NonResidential,1.0,6.0,47.61091,-122.33667,Office,35200.0,0.0,35200.0,35200.0,3026461.125,21.1,1.0,0.0,109
21319,NonResidential,1.0,5.0,47.60961,-122.33566,Office,35840.0,0.0,35840.0,35840.0,1588489.8125,46.685,1.0,0.0,109
21321,NonResidential,1.0,2.0,47.60985,-122.33527,Office,25920.0,0.0,25920.0,23230.0,1374463.0625,9.585,1.0,0.0,75
21322,NonResidential,1.0,4.0,47.60952,-122.33558,Office,30525.0,0.0,30525.0,15609.0,2948915.0,75.34,1.0,0.0,88
21328,NonResidential,1.0,4.0,47.61186,-122.32857,Other/Specialty Hospital,49243.0,0.0,49243.0,52284.0,8456589.5,100.52000000000001,1.0,0.0,52
21336,NonResidential,1.0,3.0,47.6097,-122.325,Loisirs,20411.0,0.0,20411.0,20411.0,1976886.4375,70.265,1.0,0.0,104
21351,NonResidential,1.0,2.0,47.61065,-122.32125,Santé,30855.0,10285.0,20570.0,21571.0,2973134.125,87.07,0.67,0.33,54
21353,NonResidential,1.0,3.0,47.61194,-122.32177,Office,73549.0,0.0,73549.0,41632.0,2826096.25,106.94,1.0,0.0,106
21364,NonResidential,1.0,5.0,47.60865694,-122.3205368,Education,45780.0,11400.0,34380.0,45780.0,10618605.0,440.695,0.75,0.25,28
21365,NonResidential,1.0,3.0,47.60865416,-122.3205904,Santé,39115.0,0.0,39115.0,50000.0,3209322.25,55.625,1.0,0.0,53
21366,NonResidential,1.0,3.0,47.60901,-122.32994,Loisirs,38038.0,0.0,38038.0,35886.0,1082273.3125,54.055,1.0,0.0,100
21367,NonResidential,1.0,3.0,47.60821,-122.3296,Loisirs,37796.0,0.0,37796.0,53000.0,2596126.25,131.905,1.0,0.0,54
21380,Nonresidential COS,1.0,1.0,47.66256,-122.36483,Office,27744.0,0.0,27744.0,18380.0,5063348.0,35.3,1.0,0.0,23
21382,NonResidential,1.0,1.0,47.66388,-122.36831,Non-Refrigerated Warehouse,36444.0,0.0,36444.0,36444.0,169777.04690000002,1.1800000000000002,1.0,0.0,56
21388,NonResidential,1.0,1.0,47.65907,-122.36783,Non-Refrigerated Warehouse,27553.0,0.0,27553.0,27553.0,1140696.5625,41.22,1.0,0.0,66
21389,NonResidential,3.0,1.0,47.6583,-122.36638,Distribution Center,57310.0,0.0,57310.0,57310.0,1285920.75,36.015,1.0,0.0,65
21391,NonResidential,1.0,2.0,47.62296,-122.33884,Office,25920.0,0.0,25920.0,10109.0,1099654.25,18.68,1.0,0.0,96
21396,NonResidential,1.0,3.0,47.62354,-122.33808,Nourriture,40686.0,0.0,40686.0,40686.0,2111141.25,71.92,1.0,0.0,97
21397,NonResidential,1.0,2.0,47.62399,-122.33804,Commerce,45271.0,0.0,45271.0,45271.0,2546958.25,77.86500000000001,1.0,0.0,52
21398,NonResidential,1.0,3.0,47.62437,-122.33802,Office,28380.0,12180.0,16200.0,28380.0,1478827.1875,37.370000000000005,0.57,0.43,96
21399,NonResidential,1.0,5.0,47.62296,-122.3362,Office,508160.0,0.0,508160.0,329850.0,27596459.0,441.855,1.0,0.0,7
21401,NonResidential,1.0,3.0,47.62353,-122.33622,Office,26176.0,0.0,26176.0,23730.0,1113181.6875,35.84,1.0,0.0,90
21413,NonResidential,1.0,1.0,47.62799,-122.33132,Office,37740.0,0.0,37740.0,37481.0,7366866.25,70.82,1.0,0.0,90
21418,Nonresidential COS,1.0,1.0,47.62208,-122.35398,Other,26000.0,0.0,26000.0,49847.0,4586442.75,152.175,1.0,0.0,55
21424,NonResidential,1.0,3.0,47.61876,-122.3534,Loisirs,23241.0,0.0,23241.0,23241.0,758562.75,20.75,1.0,0.0,7
21425,NonResidential,1.0,1.0,47.61974,-122.3511,Other,155795.0,0.0,155795.0,155795.0,17826239.0,237.85500000000002,1.0,0.0,54
21432,Nonresidential COS,1.0,1.0,47.62208,-122.35398,Other,21018.0,0.0,21018.0,21018.0,1749366.75,25.67,1.0,0.0,14
21433,Nonresidential COS,1.0,1.0,47.62208,-122.35398,Loisirs,30533.0,0.0,30533.0,28631.0,5959071.5,187.815,1.0,0.0,18
21435,NonResidential,1.0,2.0,47.62049,-122.3493,Loisirs,33971.0,0.0,33971.0,50000.0,18374112.0,547.465,1.0,0.0,55
21436,Nonresidential COS,1.0,2.0,47.62082,-122.35251,Other,40600.0,0.0,40600.0,33000.0,2475120.5,43.14,1.0,0.0,24
21438,NonResidential,1.0,4.0,47.62055,-122.33881,Office,38038.0,0.0,38038.0,38038.0,2057951.375,14.345,1.0,0.0,17
21442,NonResidential,1.0,4.0,47.62028,-122.33717,Office,64596.0,24596.0,40000.0,41591.0,2389745.625,70.39,0.62,0.38,9
21443,NonResidential,1.0,3.0,47.62038,-122.33759,Office,41466.0,6062.0,35404.0,35404.0,9406124.5,244.82,0.85,0.15,88
21445,NonResidential,1.0,6.0,47.62004,-122.33807,Office,130710.0,100800.0,29910.0,120548.0,7394612.5,87.12,0.23,0.77,3
21447,NonResidential,1.0,4.0,47.62054,-122.33807,Office,35780.0,0.0,35780.0,22341.0,2114600.875,14.739999999999998,1.0,0.0,90
21459,NonResidential,1.0,4.0,47.6223,-122.35653,Office,25132.0,7308.0,17824.0,8061.0,534596.59375,3.73,0.71,0.29,52
21464,Nonresidential COS,1.0,1.0,47.60192,-122.33282,Other,49680.0,0.0,49680.0,49680.0,3066869.0,133.68,1.0,0.0,50
21465,Nonresidential COS,1.0,1.0,47.60219,-122.3313,Other,36314.0,0.0,36314.0,36314.0,2245216.875,63.8,1.0,0.0,54
21468,NonResidential,1.0,2.0,47.60849,-122.33924,Loisirs,25920.0,0.0,25920.0,11888.0,1312794.8125,9.155,1.0,0.0,100
21469,NonResidential,1.0,4.0,47.60994,-122.33997,Office,47686.0,0.0,47686.0,25500.0,1926366.625,71.61500000000001,1.0,0.0,97
21471,NonResidential,1.0,7.0,47.60940552,-122.33934021,Other,44928.0,0.0,44928.0,38706.0,413919.0,4.43,1.0,0.0,111
21474,NonResidential,1.0,3.0,47.60711,-122.33886,Other,49760.0,0.0,49760.0,24019.0,34209.75,0.24,1.0,0.0,116
21478,Campus,1.0,2.0,47.60805,-122.33978,Commerce,49280.0,0.0,49280.0,15614.0,4827109.25,95.745,1.0,0.0,116
21481,Campus,1.0,4.0,47.60918,-122.34079,Hotel/Senior Care,45500.0,0.0,45500.0,22669.0,3821063.5,26.64,1.0,0.0,74
21482,Campus,1.0,2.0,47.60895,-122.34052,Nourriture,25380.0,0.0,25380.0,17108.0,6952584.5,221.70999999999998,1.0,0.0,104
21483,NonResidential,1.0,6.0,47.60836,-122.34157,Office,40715.0,0.0,40715.0,20895.0,2872760.375,46.745000000000005,1.0,0.0,101
21488,NonResidential,1.0,4.0,47.61113,-122.34556,Parking,82065.0,34800.0,47265.0,36036.0,1698128.9375,11.84,0.58,0.42,26
21495,NonResidential,1.0,4.0,47.61041,-122.34214,Office,36160.0,0.0,36160.0,36160.0,1966888.4375,13.71,1.0,0.0,106
21496,NonResidential,1.0,1.0,47.61014,-122.34251,Nourriture,34617.0,0.0,34617.0,6455.0,5088063.75,139.025,1.0,0.0,98
21505,NonResidential,1.0,5.0,47.6123,-122.34611,Office,57750.0,0.0,57750.0,68048.0,1589147.625,14.32,1.0,0.0,107
21506,NonResidential,1.0,3.0,47.61252,-122.34565,Office,29340.0,0.0,29340.0,12714.0,2157322.0,75.94,1.0,0.0,106
21508,NonResidential,1.0,2.0,47.61341,-122.34597,Nourriture,22710.0,0.0,22710.0,22710.0,283252.25,1.9749999999999999,1.0,0.0,86
21515,NonResidential,1.0,3.0,47.6367,-122.3285,Office,50499.0,13540.0,36959.0,36959.0,3117611.75,21.87,0.73,0.27,16
21520,NonResidential,1.0,5.0,47.63616,-122.32718,Office,54465.0,9605.0,44860.0,57972.0,3660850.125,45.19,0.82,0.18,52
21521,NonResidential,1.0,2.0,47.63239,-122.32072,Education,45960.0,0.0,45960.0,45960.0,4121223.375,179.215,1.0,0.0,86
21530,NonResidential,1.0,2.0,47.61992,-122.34539,Office,21128.0,0.0,21128.0,21128.0,560734.5469,3.905,1.0,0.0,57
21533,NonResidential,1.0,4.0,47.61893,-122.34473,Hotel/Senior Care/Housing,274442.0,52749.5,221692.5,108763.0,9102583.0,220.675,0.81,0.19,8
21534,NonResidential,1.0,3.0,47.61952,-122.34462,Office,51552.0,0.0,51552.0,54150.0,1433993.1875,9.995000000000001,1.0,0.0,3
21535,NonResidential,1.0,4.0,47.62014,-122.34456,Hotel/Senior Care/Housing,38520.0,0.0,38520.0,38500.0,2583247.0,63.445,1.0,0.0,57
21537,NonResidential,1.0,3.0,47.62174,-122.34417,Hotel/Senior Care/Housing,29186.0,4256.0,24930.0,19000.0,917440.6875,31.56,0.85,0.15,55
21546,NonResidential,1.0,1.0,47.6201,-122.34071,Loisirs,27338.0,0.0,27338.0,27338.0,553674.0,3.86,1.0,0.0,56
21549,NonResidential,1.0,2.0,47.6224,-122.36248,Laboratory,34416.0,0.0,34416.0,20649.0,11495843.5,390.68,1.0,0.0,54
21550,NonResidential,1.0,3.0,47.61954,-122.35847,Office,45864.0,0.0,45864.0,45864.0,2817194.5,125.495,1.0,0.0,86
21557,NonResidential,1.0,2.0,47.72726,-122.32835,Education,49252.0,0.0,49252.0,61099.0,3686397.25,99.07,1.0,0.0,17
21570,SPS-District K-12,1.0,1.0,47.71343,-122.31466,Education,34005.0,0.0,34005.0,42171.0,991918.0,10.15,1.0,0.0,66
21578,SPS-District K-12,1.0,1.0,47.56549,-122.39689,Education,41221.0,0.0,41221.0,51017.5,2246747.5,46.46,1.0,0.0,67
21580,NonResidential,1.0,3.0,47.63245,-122.32529,Office,33176.0,0.0,33176.0,33176.0,1427737.75,36.29,1.0,0.0,29
21582,NonResidential,1.0,3.0,47.63246,-122.32658,Commerce,25194.0,3764.0,21430.0,10751.0,1673812.4375,46.835,0.85,0.15,23
21601,SPS-District K-12,1.0,2.0,47.52499,-122.27466,Education,75605.0,0.0,75605.0,75605.0,2237281.25,46.875,1.0,0.0,16
21604,SPS-District K-12,1.0,2.0,47.52526,-122.27092,Education,29525.0,0.0,29525.0,29525.0,1493275.875,30.27,1.0,0.0,8
21611,NonResidential,1.0,99.0,47.55072,-122.30265,Loisirs,21948.0,0.0,21948.0,21948.0,322103.09375,2.245,1.0,0.0,39
21613,NonResidential,1.0,3.0,47.64033,-122.29135,Loisirs,31191.0,0.0,31191.0,30095.0,5925834.5,170.515,1.0,0.0,89
21616,SPS-District K-12,1.0,1.0,47.72369,-122.30676,Education,42292.0,0.0,42292.0,43188.0,1127952.5,40.495,1.0,0.0,62
21617,NonResidential,1.0,1.0,47.72039,-122.29729,Commerce,37377.0,0.0,37377.0,31303.0,2904179.5,104.975,1.0,0.0,69
21622,NonResidential,1.0,1.0,47.53906,-122.32031,Non-Refrigerated Warehouse,29380.0,0.0,29380.0,16768.0,848734.8125,5.92,1.0,0.0,39
21656,NonResidential,1.0,2.0,47.60321889,-122.3205567,Loisirs,22688.0,0.0,22688.0,22688.0,314869.0,6.175000000000001,1.0,0.0,94
21687,NonResidential,1.0,2.0,47.56028,-122.28914,Education,22364.0,0.0,22364.0,22364.0,1378051.375,49.295,1.0,0.0,54
21688,NonResidential,1.0,1.0,47.54941353,-122.2866398,Non-Refrigerated Warehouse,27435.0,0.0,27435.0,19120.0,1231546.0,36.72,1.0,0.0,63
21689,NonResidential,1.0,2.0,47.54693,-122.28718,Office,41262.0,0.0,41262.0,40738.0,1856904.4375,12.945,1.0,0.0,34
21716,NonResidential,1.0,2.0,47.62038,-122.34668,Office,43183.0,0.0,43183.0,26580.0,7475337.0,92.375,1.0,0.0,63
21723,NonResidential,1.0,3.0,47.68566,-122.31849,Loisirs,45680.0,0.0,45680.0,45680.0,2032911.6875,84.735,1.0,0.0,108
21741,NonResidential,1.0,14.0,47.61935,-122.33389,Hotel/Senior Care,724148.0,35895.0,688253.0,726000.0,37330216.0,906.73,0.95,0.05,10
21768,NonResidential,1.0,1.0,47.53439,-122.37699,Loisirs,23562.0,0.0,23562.0,18278.0,541252.09375,3.775,1.0,0.0,59
21772,NonResidential,1.0,4.0,47.65804,-122.36537,Office,28844.0,0.0,28844.0,10292.0,918820.84375,6.404999999999999,1.0,0.0,17
21774,SPS-District K-12,1.0,2.0,47.54176,-122.37349,Education,52614.5,0.0,52614.5,53987.0,1946650.3125,13.57,1.0,0.0,28
21783,NonResidential,1.0,1.0,47.56067,-122.32646,Non-Refrigerated Warehouse,21101.0,0.0,21101.0,18373.0,619194.9375,23.66,1.0,0.0,27
21784,NonResidential,1.0,2.0,47.56067,-122.32705,Refrigerated Warehouse,45594.0,0.0,45594.0,45594.0,1312044.4375,9.145,1.0,0.0,102
21785,NonResidential,1.0,1.0,47.55013,-122.33044,Manufacturing/Industrial Plant,26660.0,0.0,26660.0,26660.0,2249230.75,15.68,1.0,0.0,66
21786,NonResidential,1.0,1.0,47.56056,-122.32593,Non-Refrigerated Warehouse,28126.0,0.0,28126.0,21780.0,851101.40625,18.174999999999997,1.0,0.0,41
21787,NonResidential,1.0,1.0,47.54813,-122.32553,Non-Refrigerated Warehouse,35000.0,0.0,35000.0,35000.0,389384.20314999996,2.715,1.0,0.0,52
21792,NonResidential,1.0,1.0,47.54948,-122.32536,Non-Refrigerated Warehouse,26150.0,0.0,26150.0,26150.0,980699.3125,22.9,1.0,0.0,54
21793,NonResidential,1.0,2.0,47.54974,-122.3261,Office,24000.0,0.0,24000.0,24000.0,1059818.625,7.390000000000001,1.0,0.0,49
21794,NonResidential,1.0,5.0,47.64132,-122.31644,Education,42201.5,0.0,42201.5,40809.0,2631551.75,76.27000000000001,1.0,0.0,48
21795,NonResidential,1.0,2.0,47.64132,-122.31644,Parking,85750.0,32820.0,52930.0,65000.0,1819204.5,66.155,0.62,0.38,17
21796,NonResidential,1.0,1.0,47.64171214,-122.3173859,Education,83882.0,0.0,83882.0,83882.0,2539565.0,64.95,1.0,0.0,110
21822,NonResidential,1.0,1.0,47.65791,-122.34274,Distribution Center,28080.0,0.0,28080.0,25580.0,705148.8125,15.27,1.0,0.0,104
21879,NonResidential,1.0,2.0,47.72618,-122.35642,Hotel/Senior Care,51298.0,0.0,51298.0,51298.0,5976385.5,221.45,1.0,0.0,62
21883,NonResidential,1.0,1.0,47.72558,-122.3578,Loisirs,22047.0,0.0,22047.0,22898.0,252823.95315,1.76,1.0,0.0,54
21893,NonResidential,1.0,1.0,47.5213,-122.32182,Non-Refrigerated Warehouse,31600.0,0.0,31600.0,31600.0,3238473.75,95.905,1.0,0.0,37
21894,NonResidential,1.0,1.0,47.52024,-122.32137,Non-Refrigerated Warehouse,35289.0,0.0,35289.0,35289.0,848735.5,19.665,1.0,0.0,9
21896,NonResidential,1.0,1.0,47.51899,-122.321,Non-Refrigerated Warehouse,28920.0,0.0,28920.0,30000.0,1762149.5,81.185,1.0,0.0,35
21897,NonResidential,1.0,1.0,47.5193,-122.3213,Non-Refrigerated Warehouse,22176.0,0.0,22176.0,22176.0,618157.8125,27.310000000000002,1.0,0.0,38
21898,NonResidential,1.0,1.0,47.51968,-122.3212,Non-Refrigerated Warehouse,31300.0,0.0,31300.0,31300.0,333561.0,7.895,1.0,0.0,38
21902,NonResidential,1.0,1.0,47.51918,-122.31957,Non-Refrigerated Warehouse,22000.0,0.0,22000.0,22000.0,715859.8125,4.99,1.0,0.0,37
21904,NonResidential,1.0,3.0,47.70079,-122.32714,Office,39927.0,0.0,39927.0,39541.0,3480860.75,24.27,1.0,0.0,42
21905,NonResidential,1.0,1.0,47.69883,-122.32479,Loisirs,30610.0,0.0,30610.0,23320.0,4380921.0,139.63,1.0,0.0,37
21907,NonResidential,1.0,2.0,47.70007,-122.32533,Santé,26930.0,6350.0,20580.0,26930.0,1032552.0,7.195,0.76,0.24,36
21909,NonResidential,1.0,2.0,47.70087,-122.32379,Santé,38745.0,0.0,38745.0,54236.0,2849269.5,47.825,1.0,0.0,48
21913,NonResidential,1.0,2.0,47.66353,-122.29505,Self-Storage Facility,20296.0,0.0,20296.0,20296.0,855529.0625,5.965,1.0,0.0,57
21916,NonResidential,1.0,2.0,47.66246,-122.29342,Santé,22135.0,0.0,22135.0,10388.0,1261798.75,26.35,1.0,0.0,71
21917,NonResidential,1.0,3.0,47.66183,-122.29264,Santé,38378.0,0.0,38378.0,35066.0,1654164.0625,51.94,1.0,0.0,49
21920,NonResidential,1.0,2.0,47.66294,-122.29521,Non-Refrigerated Warehouse,33576.0,0.0,33576.0,33576.0,1672555.875,61.22,1.0,0.0,36
21921,NonResidential,1.0,1.0,47.66205,-122.29545,Commerce,33005.0,0.0,33005.0,34982.0,10824994.5,233.23,1.0,0.0,41
21945,NonResidential,1.0,1.0,47.61074,-122.32259,Parking,20971.0,0.0,20971.0,23483.0,1526331.09375,10.64,1.0,0.0,35
21955,NonResidential,1.0,3.0,47.63981,-122.39907,Office,23910.0,0.0,23910.0,20000.0,871811.65625,14.23,1.0,0.0,89
21964,NonResidential,1.0,2.0,47.67477,-122.38241,Loisirs,21765.0,0.0,21765.0,21765.0,461066.70314999996,18.585,1.0,0.0,106
22062,Campus,1.0,2.0,47.61065,-122.31711,Education,2200000.0,0.0,2200000.0,1719643.0,114864324.0,3237.855,1.0,0.0,77
22078,NonResidential,1.0,2.0,47.6101,-122.30838,Loisirs,26560.0,0.0,26560.0,26560.0,1846284.9375,70.88499999999999,1.0,0.0,115
22095,NonResidential,1.0,2.0,47.65022,-122.34174,Non-Refrigerated Warehouse,20140.0,0.0,20140.0,20140.0,140979.3008,0.98,1.0,0.0,59
22139,NonResidential,1.0,2.0,47.53846,-122.28305,Commerce,38845.0,0.0,38845.0,38845.0,6686131.5,204.715,1.0,0.0,24
22142,NonResidential,1.0,1.0,47.53747,-122.28308,Commerce,26092.0,0.0,26092.0,25946.0,7343424.5,159.66,1.0,0.0,63
22149,SPS-District K-12,1.0,1.0,47.70743,-122.28463,Education,38582.0,0.0,38582.0,40374.0,1789185.75,62.665000000000006,1.0,0.0,61
22163,NonResidential,1.0,1.0,47.55045,-122.32749,Office,25500.0,0.0,25500.0,25500.0,1210867.875,52.425,1.0,0.0,49
22165,NonResidential,1.0,1.0,47.5478,-122.32307,Non-Refrigerated Warehouse,41895.0,0.0,41895.0,37524.0,1327652.25,27.83,1.0,0.0,55
22166,NonResidential,1.0,2.0,47.54912,-122.32184,Commerce,56193.0,0.0,56193.0,56193.0,2486199.875,46.29,1.0,0.0,58
22223,NonResidential,1.0,3.0,47.6712,-122.37568,Education,35448.0,0.0,35448.0,35448.0,1518566.75,67.91,1.0,0.0,94
22230,NonResidential,1.0,1.0,47.66986,-122.37418,Commerce,29214.0,0.0,29214.0,29214.0,9037875.0,195.32,1.0,0.0,50
22240,NonResidential,1.0,1.0,47.66828,-122.37428,Commerce,89103.0,43035.0,46068.0,47034.0,13986244.0,371.185,0.52,0.48,16
22252,NonResidential,1.0,1.0,47.66621,-122.37502,Loisirs,32000.0,0.0,32000.0,29880.0,1233763.5625,42.555,1.0,0.0,55
22259,NonResidential,1.0,2.0,47.66389,-122.37307,Other,31140.0,0.0,31140.0,14840.0,924086.15625,38.71,1.0,0.0,106
22261,NonResidential,1.0,3.0,47.6644,-122.37246,Non-Refrigerated Warehouse,41478.0,0.0,41478.0,31932.0,3135416.625,83.38,1.0,0.0,41
22264,NonResidential,1.0,1.0,47.66411,-122.37185,Non-Refrigerated Warehouse,39840.0,0.0,39840.0,39840.0,790020.5,5.505,1.0,0.0,36
22312,Nonresidential COS,1.0,1.0,47.66984,-122.3842,Education,30576.0,15576.0,15000.0,15000.0,1387555.375,29.910000000000004,0.49,0.51,12
22327,NonResidential,1.0,2.0,47.66894,-122.38242,Loisirs,21528.0,0.0,21528.0,21528.0,302313.04689999996,6.46,1.0,0.0,92
22332,NonResidential,1.0,2.0,47.66908,-122.38627,Commerce,30000.0,0.0,30000.0,25828.0,1117780.375,12.885000000000002,1.0,0.0,88
22420,NonResidential,1.0,2.0,47.67482,-122.37316,Other,30087.0,0.0,30087.0,30554.0,5251317.0,36.61,1.0,0.0,74
22438,NonResidential,1.0,1.0,47.66327,-122.37439,Loisirs,62520.0,0.0,62520.0,40445.0,1102015.84375,35.15,1.0,0.0,41
22440,NonResidential,1.0,1.0,47.66318,-122.37283,Commerce,23500.0,0.0,23500.0,23500.0,1145428.75,12.129999999999999,1.0,0.0,20
22441,NonResidential,1.0,2.0,47.66247704,-122.3695606,Office,37448.0,0.0,37448.0,37448.0,2547582.0,45.9,1.0,0.0,36
22446,NonResidential,1.0,3.0,47.6624069,-122.3730847,Office,24913.0,0.0,24913.0,24913.0,238255.0,3.59,1.0,0.0,112
