OSEBuildingID,BuildingType,NumberofBuildings,NumberofFloors,Latitude,Longitude,LargestPropertyUseType,PropertyGFATotal_avg,PropertyGFAParking_avg,PropertyGFABuilding(s)_avg,LargestPropertyUseTypeGFA_avg,SiteEnergyUse(kBtu)_avg,TotalGHGEmissions_avg,ENERGYSTARScore,PropertyGFABuilding(s)_%,PropertyGFAParking_%,Dureedevie
27013,NonResidential,1.0,1.0,47.54761,-122.32759,Non-Refrigerated Warehouse,44476.0,0.0,44476.0,41256.0,1272688.75,22.869999999999997,33.0,1.0,0.0,56
27016,NonResidential,1.0,1.0,47.54494,-122.32543,Office,35017.0,0.0,35017.0,19785.0,1356942.625,27.369999999999997,66.0,1.0,0.0,47
27020,NonResidential,1.0,3.0,47.66281,-122.30819,Hotel/Senior Care,29084.0,0.0,29084.0,26000.0,1604725.8125,59.935,66.0,1.0,0.0,66
27080,NonResidential,1.0,2.0,47.58671,-122.30201,Loisirs,22952.0,0.0,22952.0,22962.0,466429.34375,18.85,98.0,1.0,0.0,53
27117,NonResidential,1.0,1.0,47.54443,-122.32688,Non-Refrigerated Warehouse,21040.0,0.0,21040.0,21040.0,598339.5625,18.86,43.0,1.0,0.0,40
27122,NonResidential,1.0,2.0,47.54491,-122.32758,Non-Refrigerated Warehouse,28032.0,0.0,28032.0,30000.0,1188902.5,39.980000000000004,52.0,1.0,0.0,65
27131,NonResidential,1.0,1.0,47.54333,-122.32792,Distribution Center,25620.0,0.0,25620.0,25620.0,506847.59375,18.055,82.0,1.0,0.0,42
27141,NonResidential,1.0,3.0,47.59775,-122.32219,Non-Refrigerated Warehouse,33238.0,0.0,33238.0,33238.0,1700804.5,11.855,14.0,1.0,0.0,24
27142,NonResidential,1.0,4.0,47.60745,-122.32542,Education,27800.0,0.0,27800.0,11093.0,1184243.375,38.730000000000004,8.0,1.0,0.0,104
27145,NonResidential,1.0,6.0,47.60331,-122.33389,Office,706176.0,58413.5,647762.5,222807.0,13263674.5,92.47,82.0,0.92,0.08,16
27162,NonResidential,1.0,1.0,47.54427,-122.38609,Commerce,33706.0,0.0,33706.0,31746.0,8722876.5,207.71,22.0,1.0,0.0,18
27205,SPS-District K-12,1.0,1.0,47.70597,-122.36113,Education,42128.0,0.0,42128.0,42128.0,1702158.25,49.894999999999996,93.0,1.0,0.0,62
27231,SPS-District K-12,1.0,2.0,47.68644,-122.38905,Education,44753.0,0.0,44753.0,46545.0,2057762.3125,82.215,96.0,1.0,0.0,84
27365,SPS-District K-12,1.0,2.0,47.67363,-122.39152,Education,57298.0,0.0,57298.0,60882.0,1736197.875,12.105,91.0,1.0,0.0,27
27378,NonResidential,1.0,1.0,47.68217,-122.31675,Commerce,76585.0,38585.0,38000.0,41447.0,13962847.5,358.085,18.0,0.5,0.5,19
27381,NonResidential,1.0,3.0,47.66295,-122.31494,Loisirs,26373.0,0.0,26373.0,26373.0,741056.5,27.72,75.0,1.0,0.0,78
27488,NonResidential,1.0,1.0,47.53326,-122.32579,Non-Refrigerated Warehouse,42420.0,0.0,42420.0,27420.0,885588.09375,24.915,34.0,1.0,0.0,63
27554,NonResidential,1.0,1.0,47.56501,-122.3248,Non-Refrigerated Warehouse,35046.0,0.0,35046.0,32546.0,1046709.5625,17.325,100.0,1.0,0.0,42
27562,NonResidential,1.0,1.0,47.56448,-122.32484,Non-Refrigerated Warehouse,43380.0,0.0,43380.0,42844.0,417781.0,2.91,89.0,1.0,0.0,42
27567,NonResidential,1.0,3.0,47.65576,-122.34208,Office,20410.0,0.0,20410.0,20410.0,2367241.625,62.725,8.0,1.0,0.0,21
27587,NonResidential,1.0,3.0,47.70349,-122.33424,Office,24696.0,6300.0,18396.0,18396.0,621245.8125,4.33,87.0,0.74,0.26,33
27597,SPS-District K-12,1.0,1.0,47.71487,-122.32959,Education,45174.0,0.0,45174.0,45174.0,1920454.625,68.13499999999999,84.0,1.0,0.0,60
27598,NonResidential,1.0,1.0,47.71479,-122.32824,Loisirs,24955.0,0.0,24955.0,24955.0,660228.0,20.520000000000003,47.0,1.0,0.0,14
27673,NonResidential,1.0,10.0,47.60505,-122.3361,Hotel/Senior Care/Housing,392552.0,22225.0,370327.0,198400.0,18875939.0,482.86,23.0,0.94,0.06,10
27704,NonResidential,1.0,2.0,47.71923,-122.32171,Education,32961.0,0.0,32961.0,32961.0,1709111.5,62.15,86.0,1.0,0.0,28
27799,Campus,1.0,1.0,47.62291,-122.28879,Education,109794.0,0.0,109794.0,109794.0,2745919.625,112.565,87.0,1.0,0.0,66
27821,NonResidential,1.0,1.0,47.70941,-122.31707,Commerce,44755.0,0.0,44755.0,46978.0,12049238.0,335.605,56.0,1.0,0.0,20
27829,NonResidential,1.0,2.0,47.613922,-122.316421,Office,21228.0,0.0,21228.0,21228.0,799996.0,5.58,64.0,1.0,0.0,95
27830,NonResidential,1.0,3.0,47.61393,-122.31589,Office,23422.0,0.0,23422.0,23422.0,2699974.5,127.495,65.0,1.0,0.0,96
27838,NonResidential,1.0,5.0,47.61554,-122.31098,Hotel/Senior Care,53034.0,14625.0,38409.0,22486.0,3345732.0,81.14500000000001,93.0,0.72,0.28,18
27869,NonResidential,1.0,2.0,47.61481,-122.31536,Non-Refrigerated Warehouse,23040.0,0.0,23040.0,23040.0,81267.89843999999,0.88,99.0,1.0,0.0,96
27874,NonResidential,1.0,2.0,47.61469,-122.31596,Non-Refrigerated Warehouse,61880.0,0.0,61880.0,61880.0,583622.75,4.065,66.0,1.0,0.0,58
27882,NonResidential,1.0,2.0,47.61556,-122.32048,Office,27938.0,0.0,27938.0,13914.0,1103812.6565,7.83,97.0,1.0,0.0,91
27901,Campus,1.0,2.0,47.62291,-122.28879,Education,30562.0,0.0,30562.0,30562.0,1592650.6875,54.555,69.0,1.0,0.0,16
27903,NonResidential,1.0,3.0,47.59951,-122.32033,Commerce,54969.0,0.0,54969.0,54969.0,3525548.625,40.55,67.0,1.0,0.0,16
27928,NonResidential,1.0,3.0,47.61546,-122.31195,Office,25834.0,0.0,25834.0,31822.0,2162532.8125,57.620000000000005,73.0,1.0,0.0,58
27947,NonResidential,1.0,1.0,47.63193,-122.32126,Loisirs,37700.0,0.0,37700.0,52225.0,3333618.25,141.055,38.0,1.0,0.0,87
27955,SPS-District K-12,1.0,2.0,47.64063,-122.30428,Education,27273.0,0.0,27273.0,27273.0,1222650.5625,44.475,90.0,1.0,0.0,91
27969,NonResidential,1.0,6.0,47.61608,-122.30967,Hotel/Senior Care,97229.0,17486.5,79742.5,45300.0,992165.844,6.915,100.0,0.82,0.18,12
27982,NonResidential,1.0,3.0,47.69898,-122.34162,Office,25111.0,0.0,25111.0,14256.0,903903.34375,22.785,77.0,1.0,0.0,34
28019,NonResidential,1.0,2.0,47.64725,-122.39977,Loisirs,31805.0,0.0,31805.0,31805.0,1574417.5,65.515,10.0,1.0,0.0,63
28020,NonResidential,1.0,1.0,47.64725,-122.39977,Education,20811.0,0.0,20811.0,20811.0,1232989.25,41.775,95.0,1.0,0.0,63
28025,Nonresidential COS,1.0,2.0,47.59393,-122.32211,Non-Refrigerated Warehouse,22058.0,0.0,22058.0,12644.0,1870701.875,61.925000000000004,1.0,1.0,0.0,49
28033,NonResidential,1.0,1.0,47.5616,-122.32603,Distribution Center,28320.0,0.0,28320.0,28320.0,3026973.25,58.05499999999999,1.0,1.0,0.0,45
28053,NonResidential,1.0,1.0,47.67816,-122.28998,Loisirs,29079.0,0.0,29079.0,29079.0,858656.84375,22.88,78.0,1.0,0.0,61
28066,NonResidential,1.0,3.0,47.63441,-122.28061,Office,28848.0,9616.0,19232.0,19232.0,732953.75,5.11,82.0,0.67,0.33,34
28081,NonResidential,1.0,2.0,47.65564,-122.36191,Office,20535.0,0.0,20535.0,13600.0,1906233.5,42.705,7.0,1.0,0.0,28
28476,NonResidential,1.0,1.0,47.54769,-122.3251,Non-Refrigerated Warehouse,30800.0,0.0,30800.0,30800.0,534588.0,3.7300000000000004,65.0,1.0,0.0,51
29214,NonResidential,1.0,1.0,47.59416,-122.3267,Non-Refrigerated Warehouse,37400.0,0.0,37400.0,27271.0,900575.34375,7.745,73.0,1.0,0.0,94
29550,NonResidential,1.0,11.0,47.59666,-122.32768,Office,268130.0,0.0,268130.0,268130.0,15298997.0,108.55,88.0,1.0,0.0,16
29551,NonResidential,1.0,11.0,47.59706,-122.32813,Office,68452.0,-1.0,68453.0,61665.0,3726338.125,25.98,79.0,1.0,-0.0,16
29552,NonResidential,1.0,11.0,47.59634,-122.32807,Office,273185.0,0.0,273185.0,281566.0,14339351.5,99.965,88.0,1.0,0.0,16
29612,NonResidential,1.0,3.0,47.66368,-122.27324,Education,97500.0,0.0,97500.0,97500.0,3674895.0,153.61,97.0,1.0,0.0,92
29788,NonResidential,1.0,5.0,47.62495,-122.36036,Office,54015.0,48662.5,5352.5,54015.0,3237624.25,22.57,75.0,0.1,0.9,34
33289,NonResidential,1.0,24.0,47.61706,-122.35141,Office,119701.0,0.0,119701.0,102878.0,8630163.25,60.165,67.0,1.0,0.0,34
34348,NonResidential,1.0,3.0,47.6087,-122.33884,Commerce,103000.0,0.0,103000.0,103000.0,3716435.25,59.74,89.0,1.0,0.0,25
34891,NonResidential,1.0,1.0,47.56137,-122.38524,Commerce,37864.0,0.0,37864.0,37864.0,8156275.5,178.17000000000002,61.0,1.0,0.0,8
34908,NonResidential,1.0,2.0,47.62256,-122.32092,Commerce,66497.0,0.0,66497.0,66497.0,8950546.0,70.845,84.0,1.0,0.0,66
35392,NonResidential,1.0,4.0,47.62473,-122.34727,Commerce,45980.0,0.0,45980.0,45980.0,8343499.5,197.9,79.0,1.0,0.0,10
36034,NonResidential,1.0,3.0,47.61378771,-122.3214255,Commerce,45743.0,0.0,45743.0,45243.0,5537907.0,88.56,88.0,1.0,0.0,20
37248,NonResidential,1.0,4.0,47.55066,-122.31787,Non-Refrigerated Warehouse,72859.0,0.0,72859.0,72859.0,1511478.4375,14.445,55.0,1.0,0.0,112
39332,SPS-District K-12,1.0,2.0,47.52374,-122.27201,Education,138705.0,0.0,138705.0,138705.0,4812183.5,121.21000000000001,84.0,1.0,0.0,7
40028,NonResidential,1.0,0.0,47.68454,-122.26235,Non-Refrigerated Warehouse,384772.0,0.0,384772.0,349953.0,15309296.5,399.22,69.0,1.0,0.0,76
40031,NonResidential,1.0,0.0,47.6824,-122.26223,Santé,30287.0,0.0,30287.0,29946.5,2084881.0,30.299999999999997,32.0,1.0,0.0,56
40034,NonResidential,1.0,0.0,47.68254,-122.26299,Office,21931.0,0.0,21931.0,29922.5,3839674.125,141.37,32.0,1.0,0.0,56
40067,NonResidential,1.0,6.0,47.60148,-122.33379,Office,71949.0,0.0,71949.0,83170.0,4346375.25,30.3,84.0,1.0,0.0,31
41928,NonResidential,1.0,1.0,47.71864,-122.312,Commerce,51400.0,0.0,51400.0,51841.0,11674186.5,300.46000000000004,74.0,1.0,0.0,5
42069,NonResidential,1.0,1.0,47.64779,-122.33352,Office,26263.0,0.0,26263.0,26263.0,1727858.1875,12.05,64.0,1.0,0.0,23
49687,NonResidential,1.0,4.0,47.6239,-122.35756,Commerce,33997.0,0.0,33997.0,33997.0,9042960.5,97.035,23.0,1.0,0.0,13
49695,NonResidential,1.0,11.0,47.62037,-122.33627,Office,526423.0,95215.5,431207.5,400536.0,17039074.0,152.675,97.0,0.82,0.18,4
49697,NonResidential,1.0,6.0,47.60121,-122.33518,Office,74211.0,0.0,74211.0,33279.0,1374344.4375,9.58,97.0,1.0,0.0,114
49699,NonResidential,1.0,2.0,47.51098,-122.27817,Non-Refrigerated Warehouse,45700.0,0.0,45700.0,293707.0,1525731.875,14.465,99.0,1.0,0.0,28
49712,NonResidential,1.0,6.0,47.58995,-122.33472,Office,157345.0,22541.5,134803.5,157345.0,9414841.5,74.27499999999999,63.0,0.86,0.14,4
49715,NonResidential,1.0,5.0,47.65642,-122.31475,Hotel/Senior Care,136758.0,0.0,136758.0,207017.0,6275367.5,175.46,90.0,1.0,0.0,4
49716,NonResidential,1.0,7.0,47.65599,-122.31385,Hotel/Senior Care,192259.0,0.0,192259.0,188118.0,8767617.0,191.97,72.0,1.0,0.0,4
49732,NonResidential,1.0,8.0,47.66201,-122.28386,Hospital (General Medical & Surgical),330000.0,0.0,330000.0,241500.0,53246998.0,1623.555,58.0,1.0,0.0,3
49737,NonResidential,1.0,3.0,47.62503,-122.35642,Commerce,43832.0,6519.0,37313.0,24588.0,3782742.0,136.39999999999998,67.0,0.85,0.15,98
49775,NonResidential,1.0,1.0,47.57984,-122.38577,Commerce,74121.5,0.0,74121.5,67263.0,14839300.5,364.615,78.0,1.0,0.0,5
49776,NonResidential,1.0,13.0,47.61156,-122.34401,Office,356172.5,149326.0,206846.5,194040.0,14197099.5,145.47,88.0,0.58,0.42,28
49778,NonResidential,1.0,2.0,47.6709,-122.27054,Loisirs,70292.0,0.0,70292.0,70292.0,1861760.8125,50.97,37.0,1.0,0.0,8
49780,NonResidential,1.0,7.0,47.61449,-122.33956,Data Center,90679.0,35120.0,55559.0,60000.0,37130149.0,258.85,100.0,0.61,0.39,41
49784,NonResidential,1.0,6.0,47.61432,-122.31257,Office,46964.5,0.0,46964.5,48159.0,452602.54689999996,1.56,100.0,1.0,0.0,3
49793,NonResidential,1.0,3.0,47.63449,-122.37661,Office,94297.0,28217.0,66080.0,83533.0,1370187.8125,9.55,100.0,0.7,0.3,3
49797,NonResidential,1.0,3.0,47.59666,-122.31253,Office,63620.0,7494.5,56125.5,47000.0,2451639.5,19.75,67.0,0.88,0.12,3
49802,NonResidential,1.0,4.0,47.66629,-122.3826,Hotel/Senior Care/Housing,62381.0,11474.0,50907.0,60245.0,3561324.75,24.825,62.0,0.82,0.18,3
49829,NonResidential,1.0,6.0,47.61885,-122.30341,Hotel/Senior Care,79805.0,3500.0,76305.0,79805.0,7450458.0,180.365,25.0,0.96,0.04,3
49850,NonResidential,1.0,2.0,47.73143,-122.32784,Education,48925.0,0.0,48925.0,63500.0,1932084.0625,36.795,82.0,1.0,0.0,2
49858,NonResidential,1.0,2.0,47.61386,-122.32647,Education,35780.0,0.0,35780.0,38000.0,2489464.5,48.94,22.0,1.0,0.0,2
49940,NonResidential,1.0,8.0,47.60986,-122.32774,Hospital (General Medical & Surgical),374466.0,0.0,374466.0,1010135.0,121299024.0,5112.46,74.0,1.0,0.0,96
49946,NonResidential,1.0,8.0,47.67034,-122.3873,Commerce,41198.0,0.0,41198.0,41198.0,7323674.25,78.93,44.0,1.0,0.0,6
49970,NonResidential,1.0,0.0,47.65718,-122.31632,Hotel/Senior Care,176225.0,0.0,176225.0,176225.0,4926695.0,103.65,91.0,1.0,0.0,5
49979,NonResidential,1.0,0.0,47.65577,-122.3153,Hotel/Senior Care,166991.0,0.0,166991.0,166991.0,15965859.0,437.2,19.0,1.0,0.0,63
49980,NonResidential,1.0,0.0,47.65447,-122.31733,Hotel/Senior Care,89392.0,0.0,89392.0,89392.0,6960904.5,48.53,16.0,1.0,0.0,46
49983,NonResidential,1.0,0.0,47.65176,-122.30756,Hotel/Senior Care,97040.0,0.0,97040.0,97040.0,3894142.5,62.41,69.0,1.0,0.0,5
49985,NonResidential,1.0,6.0,47.62384,-122.33941,Office,427181.0,84597.5,342583.5,427181.0,16550909.0,212.195,99.0,0.8,0.2,2
50035,NonResidential,1.0,14.0,47.61665,-122.33261,Hotel/Senior Care/Housing,144614.0,0.0,144614.0,159500.0,5525072.5,50.32,89.0,1.0,0.0,1
50037,NonResidential,1.0,12.0,47.62146,-122.33976,Office,480702.0,163260.0,317442.0,341897.0,12720069.0,147.14,99.0,0.66,0.34,2
50045,NonResidential,1.0,12.0,47.62263,-122.33976,Office,483397.0,166208.0,317189.0,342173.0,13998638.0,202.12,98.0,0.66,0.34,1
50054,Nonresidential COS,1.0,13.0,47.62251,-122.3339,Office,536697.0,197659.0,339038.0,342838.0,13239050.0,245.16,98.0,0.63,0.37,2
50062,NonResidential,1.0,4.0,47.65476,-122.34732,Hotel/Senior Care/Housing,126823.0,41539.0,85284.0,88157.0,6042399.5,131.02,72.0,0.67,0.33,2
50068,NonResidential,1.0,1.0,47.54425,-122.31776,Non-Refrigerated Warehouse,52085.0,4222.0,47863.0,52085.0,3605855.5,157.7,37.0,0.92,0.08,61
50069,NonResidential,1.0,2.0,47.53161,-122.29944,Office,24990.0,0.0,24990.0,24990.0,4420650.5,134.8,9.0,1.0,0.0,87
50081,NonResidential,1.0,3.0,47.58831,-122.3065,Education,45000.0,0.0,45000.0,45728.0,1325972.75,9.24,77.0,1.0,0.0,1
50210,Nonresidential COS,1.0,1.0,47.63572,-122.37525,Office,13661.0,0.0,13661.0,13661.0,502667.6875,3.5,75.0,1.0,0.0,64
50220,Nonresidential COS,1.0,1.0,47.5644,-122.27813,Office,15398.0,0.0,15398.0,15398.0,387810.0,7.79,93.0,1.0,0.0,56
50222,Nonresidential COS,1.0,1.0,47.56722,-122.31154,Office,12294.0,0.0,12294.0,12294.0,849745.6875,20.94,46.0,1.0,0.0,26
