OSEBuildingID,BuildingType,NumberofBuildings,NumberofFloors,Latitude,Longitude,LargestPropertyUseType,PropertyGFATotal_avg,PropertyGFAParking_avg,PropertyGFABuilding(s)_avg,LargestPropertyUseTypeGFA_avg,SiteEnergyUse(kBtu)_avg,TotalGHGEmissions_avg,ENERGYSTARScore,PropertyGFABuilding(s)_%,PropertyGFAParking_%,Dureedevie
1,NonResidential,1.0,12.0,47.6122,-122.33799,Hotel/Senior Care/Housing,88434.0,0.0,88434.0,88434.0,7103895.25,249.70499999999998,60.0,1.0,0.0,89
2,NonResidential,1.0,11.0,47.61317,-122.33393,Hotel/Senior Care/Housing,103566.0,15064.0,88502.0,83880.0,8371084.0,279.685,61.0,0.85,0.15,20
3,NonResidential,1.0,41.0,47.61393,-122.3381,Hotel/Senior Care/Housing,959050.0,98359.0,860691.0,756868.0,72858840.0,2075.38,43.0,0.9,0.1,47
5,NonResidential,1.0,10.0,47.61412,-122.33664,Hotel/Senior Care/Housing,61320.0,0.0,61320.0,61320.0,17511952.0,1111.385,56.0,1.0,0.0,90
8,NonResidential,1.0,18.0,47.61375,-122.34047,Hotel/Senior Care/Housing,147735.0,37230.0,110505.0,123445.0,14500852.5,506.355,75.0,0.75,0.25,36
10,NonResidential,1.0,11.0,47.6139,-122.33283,Hotel/Senior Care/Housing,83008.0,0.0,83008.0,81352.0,6005818.5,192.3,27.0,1.0,0.0,90
12,NonResidential,1.0,15.0,47.60294,-122.33263,Hotel/Senior Care/Housing,163984.0,0.0,163984.0,163984.0,13178782.0,361.885,43.0,1.0,0.0,112
15,NonResidential,1.0,11.0,47.60695,-122.33414,Hotel/Senior Care/Housing,153163.0,19279.0,133884.0,133884.0,15368248.5,633.9449999999999,30.0,0.87,0.13,47
16,NonResidential,1.0,25.0,47.60713,-122.33323,Hotel/Senior Care/Housing,333176.0,61161.0,272015.0,336640.0,27329068.0,732.185,36.0,0.82,0.18,18
17,NonResidential,1.0,9.0,47.60699,-122.33346,Hotel/Senior Care/Housing,65009.0,0.0,65009.0,65009.0,6701642.25,331.55,48.0,1.0,0.0,88
18,NonResidential,1.0,33.0,47.60809,-122.33212,Hotel/Senior Care/Housing,315952.0,57600.0,258352.0,295511.0,22568527.0,661.98,58.0,0.82,0.18,36
19,NonResidential,1.0,11.0,47.60755,-122.33244,Hotel/Senior Care/Housing,79790.0,12600.0,67190.0,67390.0,10730730.5,498.82,35.0,0.84,0.16,94
23,NonResidential,1.0,28.0,47.60681,-122.33078,Hotel/Senior Care/Housing,416281.0,85000.0,331281.0,348329.0,33413637.0,779.005,31.0,0.8,0.2,33
25,NonResidential,1.0,10.0,47.60376,-122.33194,Hotel/Senior Care/Housing,104352.0,0.0,104352.0,104352.0,8999860.0,380.27,39.0,1.0,0.0,100
26,NonResidential,1.0,10.0,47.60265,-122.33051,Courthouse,540360.0,0.0,540360.0,537150.0,49158558.0,1430.685,76.0,1.0,0.0,100
28,SPS-District K-12,1.0,2.0,47.54576,-122.26853,Education,56228.0,0.0,56228.0,58618.0,1496850.25,36.85,95.0,1.0,0.0,55
29,NonResidential,1.0,6.0,47.65959,-122.31755,Hotel/Senior Care/Housing,88592.0,30586.0,58006.0,58006.0,3772170.25,96.045,84.0,0.65,0.35,15
33,NonResidential,1.0,10.0,47.61784,-122.32966,Hotel/Senior Care/Housing,171866.0,38281.0,133585.0,128909.0,11044430.5,324.18,57.0,0.78,0.22,15
35,NonResidential,1.0,5.0,47.61558,-122.34186,Hotel/Senior Care/Housing,68410.0,16200.0,52210.0,47994.0,4399210.25,127.005,57.0,0.76,0.24,38
36,SPS-District K-12,1.0,2.0,47.70994,-122.29301,Education,160645.0,0.0,160645.0,164229.0,6583441.5,265.275,75.0,1.0,0.0,67
40,NonResidential,1.0,4.0,47.66583,-122.29965,Hotel/Senior Care/Housing,81871.0,0.0,81871.0,81871.0,7044166.75,229.185,29.0,1.0,0.0,22
43,Campus,1.0,3.0,47.53493,-122.31788,Office,494835.0,0.0,494835.0,757027.0,448385312.0,16870.98,8.0,1.0,0.0,24
50,SPS-District K-12,1.0,2.0,47.65671,-122.39047,Education,54986.0,0.0,54986.0,54986.0,1652945.625,30.125,97.0,1.0,0.0,26
51,SPS-District K-12,1.0,2.0,47.68252,-122.29498,Education,175565.0,0.0,175565.0,182861.0,6313273.25,262.36,88.0,1.0,0.0,66
52,NonResidential,1.0,2.0,47.66587,-122.38476,Office,94900.0,0.0,94900.0,55586.0,6115157.25,126.82,57.0,1.0,0.0,55
53,NonResidential,1.0,2.0,47.58034,-122.31132,Office,52554.0,0.0,52554.0,51029.0,2544508.625,70.41499999999999,83.0,1.0,0.0,116
54,NonResidential,1.0,3.0,47.68891,-122.33553,Education,175015.0,0.0,175015.0,175015.0,7037429.25,249.785,95.0,1.0,0.0,62
56,NonResidential,1.0,24.0,47.60946,-122.33337,Hotel/Senior Care/Housing,332210.0,205970.0,126240.0,348630.0,15911911.0,279.59000000000003,67.0,0.38,0.62,47
57,NonResidential,1.0,5.0,47.6113,-122.33659,Office,168115.0,0.0,168115.0,103431.5,9375001.0,65.355,78.0,1.0,0.0,43
59,NonResidential,1.0,8.0,47.61048,-122.33794,Office,59400.0,0.0,59400.0,34947.0,4493960.5,31.33,14.0,1.0,0.0,106
62,NonResidential,1.0,20.0,47.61233,-122.33432,Hotel/Senior Care/Housing,98634.0,10043.0,88591.0,83591.0,5508579.75,68.495,71.0,0.9,0.1,86
63,NonResidential,1.0,34.0,47.61087,-122.33339,Hotel/Senior Care/Housing,994212.0,146694.0,847518.0,994212.0,82913584.0,2648.825,63.0,0.85,0.15,34
65,NonResidential,1.0,7.0,47.60997,-122.34138,Hotel/Senior Care/Housing,71150.0,0.0,71150.0,41340.0,5194345.5,130.605,98.0,1.0,0.0,31
66,NonResidential,1.0,7.0,47.61155,-122.34114,Hotel/Senior Care/Housing,122810.0,0.0,122810.0,88360.0,5244070.25,218.55,99.0,1.0,0.0,108
67,NonResidential,1.0,5.0,47.61986,-122.34413,Hotel/Senior Care/Housing,113173.0,42546.0,70627.0,70627.0,5136292.25,132.76,86.0,0.62,0.38,57
68,NonResidential,1.0,7.0,47.62001,-122.34274,Hotel/Senior Care/Housing,150453.0,34735.0,115718.0,107547.0,6719036.5,195.765,84.0,0.77,0.23,16
69,NonResidential,1.0,6.0,47.62025,-122.34314,Hotel/Senior Care/Housing,116300.0,28200.0,88100.0,88490.0,5920836.75,166.2,80.0,0.76,0.24,19
70,NonResidential,1.0,6.0,47.62023,-122.35951,Hotel/Senior Care/Housing,155602.0,36744.0,118858.0,155602.0,6876096.5,154.675,81.0,0.76,0.24,18
73,NonResidential,1.0,3.0,47.63442,-122.30793,Education,56072.0,0.0,56072.0,56072.0,3170858.875,142.98000000000002,76.0,1.0,0.0,105
77,NonResidential,1.0,4.0,47.62519,-122.34456,Hotel/Senior Care/Housing,122942.0,44891.0,78051.0,78051.0,5307055.5,170.565,94.0,0.63,0.37,17
82,NonResidential,1.0,2.0,47.60823,-122.30956,Office,54984.0,0.0,54984.0,54984.0,3440084.0,86.745,71.0,1.0,0.0,54
84,NonResidential,1.0,5.0,47.55837,-122.37751,Hotel/Senior Care,217603.0,0.0,217603.0,296313.0,44143198.0,1792.975,54.0,1.0,0.0,94
85,NonResidential,1.0,2.0,47.72426,-122.35599,Hotel/Senior Care,93397.0,0.0,93397.0,93397.0,16387163.5,605.55,1.0,1.0,0.0,46
86,NonResidential,1.0,6.0,47.61988,-122.33211,Hotel/Senior Care/Housing,84103.0,20732.0,63371.0,63371.0,3842616.125,70.55000000000001,74.0,0.75,0.25,8
89,NonResidential,1.0,3.0,47.61244,-122.3214,Santé,179014.0,0.0,179014.0,179014.0,17784911.5,497.30999999999995,48.0,1.0,0.0,51
95,NonResidential,1.0,7.0,47.60898,-122.32693,Hotel/Senior Care/Housing,76631.0,0.0,76631.0,76631.0,7245343.25,259.195,71.0,1.0,0.0,108
98,NonResidential,1.0,2.0,47.62237,-122.33805,Commerce,58320.0,0.0,58320.0,72072.0,1061964.3125,39.375,96.0,1.0,0.0,87
100,NonResidential,1.0,5.0,47.62424,-122.33646,Office,316306.0,0.0,316306.0,261826.0,13548406.5,134.94,96.0,1.0,0.0,6
102,NonResidential,1.0,7.0,47.62642,-122.33325,Hotel/Senior Care/Housing,282863.0,44766.0,238097.0,235788.0,19144220.0,518.015,37.0,0.84,0.16,26
107,NonResidential,1.0,12.0,47.62112,-122.33629,Office,571329.0,0.0,571329.0,598801.0,40670332.0,627.24,91.0,1.0,0.0,6
114,NonResidential,1.0,6.0,47.62419,-122.34443,Office,920598.0,303707.0,616891.0,729584.0,36674116.0,654.06,93.0,0.67,0.33,6
115,NonResidential,1.0,4.0,47.62053,-122.35842,Office,76213.0,25930.0,50283.0,48546.0,3389882.75,47.295,68.0,0.66,0.34,46
116,NonResidential,1.0,6.0,47.62291,-122.35708,Hotel/Senior Care/Housing,107324.0,36934.0,70390.0,59976.0,5108421.25,145.41,56.0,0.66,0.34,14
117,NonResidential,2.0,4.0,47.65772,-122.31756,Hotel/Senior Care/Housing,50017.0,0.0,50017.0,50017.0,5509723.5,193.76999999999998,53.0,1.0,0.0,54
119,NonResidential,1.0,3.0,47.62548,-122.30828,Education,67743.0,0.0,67743.0,67743.0,2475083.5,71.4,34.0,1.0,0.0,93
120,NonResidential,1.0,6.0,47.62644,-122.30429,Education,194104.0,0.0,194104.0,194104.0,6054861.75,236.605,100.0,1.0,0.0,108
121,NonResidential,1.0,3.0,47.58408,-122.30125,Office,99433.0,35752.0,63681.0,63681.0,4668397.0,32.545,63.0,0.64,0.36,13
125,SPS-District K-12,1.0,1.0,47.56413,-122.31208,Education,130862.0,0.0,130862.0,133253.0,6153617.5,224.985,61.0,1.0,0.0,59
127,SPS-District K-12,1.0,3.0,47.55478,-122.27596,Education,59955.0,0.0,59955.0,59955.0,1577364.1875,17.79,93.0,1.0,0.0,27
130,SPS-District K-12,1.0,2.0,47.63683,-122.35896,Education,93218.0,0.0,93218.0,93218.0,2979995.5,91.065,86.0,1.0,0.0,52
136,NonResidential,1.0,4.0,47.73141,-122.3458,Hotel/Senior Care/Housing,51390.0,0.0,51390.0,51390.0,3738118.5,133.08,89.0,1.0,0.0,15
137,SPS-District K-12,1.0,2.0,47.72463,-122.35315,Education,131013.0,0.0,131013.0,131909.0,3916902.75,126.22,88.0,1.0,0.0,53
138,SPS-District K-12,1.0,1.0,47.7257,-122.33684,Education,245587.0,0.0,245587.0,245587.0,11104989.5,410.40999999999997,92.0,1.0,0.0,57
139,NonResidential,1.0,3.0,47.72551,-122.3423,Hotel/Senior Care/Housing,69138.0,0.0,69138.0,70609.0,3270514.0,88.71000000000001,78.0,1.0,0.0,14
144,NonResidential,1.0,5.0,47.6048,-122.3368,Hotel/Senior Care/Housing,190980.0,0.0,190980.0,190980.0,6720859.0,146.31,98.0,1.0,0.0,112
147,NonResidential,4.0,5.0,47.66737,-122.37956,Hospital (General Medical & Surgical),285333.0,0.0,285333.0,302661.0,65726622.0,1932.46,14.0,1.0,0.0,62
148,SPS-District K-12,1.0,2.0,47.6706,-122.36225,Education,55513.0,0.0,55513.0,58500.5,1563267.875,10.895,93.0,1.0,0.0,25
168,NonResidential,1.0,4.0,47.62614,-122.3467,Hotel/Senior Care/Housing,162222.0,14200.0,148022.0,113702.0,7850020.5,218.215,76.0,0.91,0.09,20
169,SPS-District K-12,1.0,4.0,47.57589,-122.29365,Education,289588.0,0.0,289588.0,289588.0,8783835.5,176.385,90.0,1.0,0.0,26
175,SPS-District K-12,1.0,3.0,47.60598,-122.30156,Education,254523.0,0.0,254523.0,254523.0,13588407.0,362.85,60.0,1.0,0.0,8
176,SPS-District K-12,1.0,3.0,47.51482,-122.25864,Education,78804.0,0.0,78804.0,78804.0,2473395.5,55.135000000000005,92.0,1.0,0.0,15
177,SPS-District K-12,1.0,3.0,47.61224,-122.29087,Education,66994.0,0.0,66994.0,66994.0,2318937.25,40.515,79.0,1.0,0.0,14
178,SPS-District K-12,1.0,3.0,47.52915,-122.28904,Education,98357.0,0.0,98357.0,98357.0,3361063.25,88.595,88.0,1.0,0.0,16
183,NonResidential,1.0,4.0,47.65068,-122.36331,Hotel/Senior Care,139600.0,37500.0,102100.0,135520.0,4433318.75,126.20499999999998,89.0,0.73,0.27,15
185,SPS-District K-12,1.0,2.0,47.70763,-122.29453,Education,236758.0,0.0,236758.0,237953.5,8203482.75,212.875,96.0,1.0,0.0,5
189,SPS-District K-12,1.0,3.0,47.68725,-122.35996,Education,62526.0,0.0,62526.0,62526.0,1914031.4375,51.575,96.0,1.0,0.0,14
190,NonResidential,1.0,3.0,47.536,-122.31768,Office,64015.0,0.0,64015.0,30000.0,3295871.875,51.425,21.0,1.0,0.0,9
194,NonResidential,1.0,1.0,47.70759,-122.3255,Commerce,530039.0,0.0,530039.0,505103.0,28392163.0,744.515,98.0,1.0,0.0,65
197,NonResidential,1.0,4.0,47.70619,-122.32586,Commerce,124342.0,0.0,124342.0,122000.0,8800541.0,65.72,76.0,1.0,0.0,51
198,NonResidential,6.0,10.0,47.66231,-122.28146,Hospital (General Medical & Surgical),879000.0,0.0,879000.0,879000.0,252512144.0,8096.110000000001,10.0,1.0,0.0,63
200,NonResidential,1.0,3.0,47.70956,-122.3345,Office,55442.0,0.0,55442.0,28636.0,3141393.625,82.095,72.0,1.0,0.0,20
205,SPS-District K-12,1.0,2.0,47.67661,-122.37489,Education,242795.0,0.0,242795.0,242795.0,8942867.0,121.4,80.0,1.0,0.0,17
212,SPS-District K-12,1.0,2.0,47.54632,-122.28198,Education,173185.0,0.0,173185.0,173185.0,6495617.75,262.35,79.0,1.0,0.0,64
214,SPS-District K-12,1.0,1.0,47.54862,-122.36214,Education,145341.0,0.0,145341.0,139069.0,5248556.0,191.555,75.0,1.0,0.0,53
215,NonResidential,1.0,4.0,47.55152,-122.31869,Non-Refrigerated Warehouse,114297.0,0.0,114297.0,114297.0,1919410.875,61.19,61.0,1.0,0.0,112
216,SPS-District K-12,1.0,2.0,47.52407,-122.26586,Education,184125.0,0.0,184125.0,184125.0,8418789.5,311.545,86.0,1.0,0.0,56
220,NonResidential,1.0,1.0,47.55901,-122.33328,Non-Refrigerated Warehouse,234144.0,0.0,234144.0,234144.0,7057530.0,308.89,87.0,1.0,0.0,79
223,NonResidential,1.0,1.0,47.52254,-122.36627,Commerce,64984.0,0.0,64984.0,65425.0,2832971.125,34.265,72.0,1.0,0.0,50
224,NonResidential,1.0,1.0,47.52254,-122.36627,Commerce,67745.0,0.0,67745.0,67782.0,9395594.0,368.885,37.0,1.0,0.0,51
225,SPS-District K-12,1.0,2.0,47.52915,-122.36511,Education,367884.0,0.0,367884.0,367884.0,12264601.5,272.08500000000004,97.0,1.0,0.0,6
226,SPS-District K-12,1.0,1.0,47.51778,-122.37074,Education,46797.0,0.0,46797.0,46797.0,1993751.0,67.83500000000001,86.0,1.0,0.0,58
229,SPS-District K-12,1.0,2.0,47.54174,-122.27691,Education,67371.0,0.0,67371.0,67371.0,2102146.0,44.58,92.0,1.0,0.0,12
231,SPS-District K-12,1.0,3.0,47.65708,-122.33803,Education,127776.0,0.0,127776.0,127776.0,4480931.5,68.52,75.0,1.0,0.0,6
232,NonResidential,1.0,5.0,47.62972,-122.32906,Hotel/Senior Care/Housing,123920.0,30000.0,93920.0,123920.0,9168620.0,299.515,79.0,0.76,0.24,18
235,NonResidential,1.0,7.0,47.62782,-122.34045,Hotel/Senior Care/Housing,207656.0,54341.0,153315.0,141591.0,10953659.5,326.21000000000004,76.0,0.74,0.26,18
237,SPS-District K-12,1.0,2.0,47.68359,-122.37308,Education,67235.0,0.0,67235.0,67235.0,2324242.375,46.59,89.0,1.0,0.0,17
239,SPS-District K-12,1.0,3.0,47.54025,-122.3885,Education,58118.0,0.0,58118.0,59014.0,1385135.125,19.575,97.0,1.0,0.0,25
241,NonResidential,1.0,4.0,47.70916,-122.33216,Hotel/Senior Care/Housing,64893.0,0.0,64893.0,64893.0,6127153.0,207.28,70.0,1.0,0.0,48
243,SPS-District K-12,1.0,1.0,47.53809,-122.29591,Education,70762.0,0.0,70762.0,70762.0,3269709.5,153.92000000000002,87.0,1.0,0.0,91
244,NonResidential,1.0,3.0,47.60105,-122.33518,Office,50507.0,0.0,50507.0,34416.0,1602459.625,27.41,78.0,1.0,0.0,116
250,NonResidential,1.0,9.0,47.59269,-122.33372,Hotel/Senior Care/Housing,168449.0,14567.0,153882.0,135006.0,12921522.5,395.2,64.0,0.91,0.09,11
257,NonResidential,1.0,4.0,47.57507,-122.35747,Non-Refrigerated Warehouse,79600.0,0.0,79600.0,79600.0,2099194.125,14.635,34.0,1.0,0.0,100
260,SPS-District K-12,1.0,4.0,47.65996,-122.33962,Education,241066.0,0.0,241066.0,241066.0,7831154.0,267.25,79.0,1.0,0.0,19
268,NonResidential,6.0,5.0,47.60705,-122.30966,Hospital (General Medical & Surgical),597519.0,0.0,597519.0,601615.0,140529360.0,4815.88,34.0,1.0,0.0,26
273,SPS-District K-12,1.0,1.0,47.52518,-122.34828,Education,71714.0,0.0,71714.0,71714.0,2297339.5,33.255,87.0,1.0,0.0,17
274,NonResidential,1.0,3.0,47.65097,-122.34227,Non-Refrigerated Warehouse,75397.0,8161.0,67236.0,67236.0,532698.6875,9.145,91.0,0.89,0.11,25
276,NonResidential,9.0,8.0,47.60399,-122.32377,Hospital (General Medical & Surgical),1158691.0,0.0,1158691.0,1350182.0,294451712.0,10757.605,29.0,1.0,0.0,16
279,SPS-District K-12,1.0,2.0,47.57678,-122.38459,Education,208981.0,0.0,208981.0,208981.0,7864728.5,191.845,80.0,1.0,0.0,14
281,NonResidential,1.0,2.0,47.66568,-122.31368,Education,55653.0,0.0,55653.0,55500.0,1690550.5,89.4,98.0,1.0,0.0,88
282,NonResidential,1.0,16.0,47.66151,-122.31457,Hotel/Senior Care/Housing,106860.0,0.0,106860.0,106860.0,12011608.5,468.375,49.0,1.0,0.0,85
283,NonResidential,1.0,5.0,47.71895,-122.29475,Office,50759.0,0.0,50759.0,47079.0,3096090.5,46.435,62.0,1.0,0.0,44
284,NonResidential,1.0,2.0,47.66182,-122.31113,Loisirs,56772.0,0.0,56772.0,56772.0,2394717.375,82.68,46.0,1.0,0.0,64
285,NonResidential,1.0,3.0,47.6626,-122.31164,Loisirs,103000.0,0.0,103000.0,103000.0,4859418.75,147.23000000000002,42.0,1.0,0.0,64
286,SPS-District K-12,1.0,3.0,47.67723,-122.31281,Education,269297.0,0.0,269297.0,269297.0,10389965.0,208.64,80.0,1.0,0.0,10
287,SPS-District K-12,1.0,3.0,47.67184,-122.29221,Education,75174.0,0.0,75174.0,75174.0,2694300.5,70.08,77.0,1.0,0.0,15
289,SPS-District K-12,1.0,3.0,47.64052,-122.3656,Education,75214.0,0.0,75214.0,75214.0,2315052.5,41.265,88.0,1.0,0.0,13
290,SPS-District K-12,1.0,3.0,47.57298,-122.39028,Education,134918.0,0.0,134918.0,134918.0,3797571.25,67.375,91.0,1.0,0.0,11
291,SPS-District K-12,1.0,2.0,47.59096,-122.29985,Education,64414.0,0.0,64414.0,65012.0,2354927.75,16.415,67.0,1.0,0.0,25
292,SPS-District K-12,1.0,3.0,47.67725,-122.32232,Education,92437.0,0.0,92437.0,92437.0,4806543.0,209.585,78.0,1.0,0.0,89
294,NonResidential,1.0,9.0,47.6079,-122.33266,Hotel/Senior Care,107572.0,0.0,107572.0,63934.0,5508764.0,239.365,76.0,1.0,0.0,103
300,SPS-District K-12,1.0,3.0,47.55237,-122.31391,Education,204961.0,0.0,204961.0,204961.0,8081347.5,214.065,94.0,1.0,0.0,9
313,NonResidential,1.0,5.0,47.61972,-122.36033,Santé,190000.0,39000.0,151000.0,146741.0,24274094.0,516.26,1.0,0.79,0.21,89
314,NonResidential,1.0,4.0,47.6124,-122.35075,Hotel/Senior Care/Housing,122309.0,0.0,122309.0,122309.0,24757011.0,1018.9300000000001,8.0,1.0,0.0,55
316,NonResidential,1.0,8.0,47.61069,-122.34653,Hotel/Senior Care/Housing,254273.0,38800.0,215473.0,277000.0,27223265.0,789.735,29.0,0.85,0.15,13
319,NonResidential,1.0,4.0,47.60271,-122.33557,Office,48250.0,0.0,48250.0,33000.0,1376499.8125,44.769999999999996,98.0,1.0,0.0,102
320,NonResidential,1.0,4.0,47.59486,-122.32455,Non-Refrigerated Warehouse,203504.0,0.0,203504.0,159372.0,3782680.25,26.37,72.0,1.0,0.0,8
322,NonResidential,1.0,3.0,47.61757,-122.35122,Office,100734.0,26731.0,74003.0,100734.0,10030928.5,69.93,20.0,0.73,0.27,48
323,NonResidential,1.0,4.0,47.61703,-122.35012,Office,78670.0,18037.0,60633.0,62108.0,4918676.0,64.905,57.0,0.77,0.23,35
324,NonResidential,1.0,12.0,47.61619,-122.34599,Office,234000.0,21790.0,212210.0,174850.5,18918808.0,147.47,39.0,0.91,0.09,38
326,NonResidential,1.0,25.0,47.61217,-122.33694,Office,369996.0,0.0,369996.0,382169.5,24819005.0,173.025,74.0,1.0,0.0,27
327,NonResidential,1.0,10.0,47.61229,-122.33629,Commerce,693450.0,0.0,693450.0,361107.0,40248090.0,395.41999999999996,93.0,1.0,0.0,91
328,NonResidential,1.0,33.0,47.61316,-122.3343,Office,791396.0,0.0,791396.0,629566.5,40649750.0,297.655,89.0,1.0,0.0,40
329,NonResidential,1.0,23.0,47.61399,-122.33523,Office,747747.0,205076.0,542671.0,542461.0,31563245.0,366.96500000000003,90.0,0.73,0.27,16
330,NonResidential,1.0,10.0,47.61356,-122.33665,Office,63409.0,7757.0,55652.0,45260.0,3290738.0,161.27499999999998,90.0,0.88,0.12,90
331,NonResidential,1.0,17.0,47.61375,-122.33566,Office,204790.0,30000.0,174790.0,142034.0,7642967.0,97.575,91.0,0.85,0.15,86
332,NonResidential,1.0,5.0,47.61256,-122.33808,Office,73399.0,0.0,73399.0,51557.0,3706229.5,25.835,61.0,1.0,0.0,100
333,NonResidential,1.0,20.0,47.61391,-122.33725,Office,265851.0,32334.0,233517.0,226454.0,13788494.5,536.47,90.0,0.88,0.12,47
334,NonResidential,1.0,25.0,47.61578,-122.33726,Office,758043.0,228668.0,529375.0,582725.0,25829896.0,214.09,95.0,0.7,0.3,7
335,NonResidential,1.0,12.0,47.61641,-122.34112,Office,206000.0,0.0,206000.0,161000.0,8926778.5,225.13,91.0,1.0,0.0,48
336,NonResidential,1.0,36.0,47.61555,-122.33582,Office,824887.0,154972.0,669915.0,743562.0,38962390.0,271.625,97.0,0.81,0.19,7
337,NonResidential,1.0,16.0,47.61516,-122.33303,Office,480840.0,141600.0,339240.0,311736.0,17760466.0,129.8,94.0,0.71,0.29,26
339,NonResidential,1.0,7.0,47.60266,-122.33332,Office,89550.0,0.0,89550.0,64712.0,4007632.875,51.135000000000005,85.0,1.0,0.0,116
340,NonResidential,1.0,6.0,47.60219,-122.33347,Office,89355.0,0.0,89355.0,82355.0,4460434.75,34.555,66.0,1.0,0.0,116
341,NonResidential,1.0,15.0,47.6036,-122.33288,Office,388934.0,0.0,388934.0,388934.0,19443257.0,211.01999999999998,89.0,1.0,0.0,94
342,NonResidential,1.0,22.0,47.60403,-122.33497,Office,384302.0,0.0,384302.0,348969.0,9962217.0,69.45,98.0,1.0,0.0,87
343,NonResidential,1.0,17.0,47.6037,-122.33447,Office,378525.0,84600.0,293925.0,236827.0,25191232.0,901.5550000000001,69.0,0.78,0.22,58
345,NonResidential,1.0,47.0,47.60505,-122.33427,Office,1323055.0,0.0,1323055.0,1011135.0,44879268.0,320.345,94.0,1.0,0.0,33
346,NonResidential,1.0,41.0,47.60567,-122.33511,Office,589921.0,129432.0,460489.0,477856.0,25405779.0,177.115,84.0,0.78,0.22,30
348,NonResidential,1.0,8.0,47.60581,-122.33664,Office,157941.0,62993.0,94948.0,84838.0,3450403.75,24.055,81.0,0.6,0.4,48
349,NonResidential,1.0,29.0,47.60614,-122.33674,Office,635303.0,197231.0,438072.0,522667.0,18285995.0,139.53,95.0,0.69,0.31,25
351,NonResidential,1.0,34.0,47.60655,-122.33533,Office,776762.0,162604.0,614158.0,606050.0,31343854.0,223.99,81.0,0.79,0.21,36
352,NonResidential,1.0,14.0,47.60671,-122.33456,Office,186768.0,23775.0,162993.0,182540.0,9670707.5,218.51,95.0,0.87,0.13,44
353,NonResidential,1.0,49.0,47.60615,-122.33388,Office,1123435.0,368980.0,754455.0,808980.0,46155882.0,666.315,89.0,0.67,0.33,47
354,NonResidential,1.0,37.0,47.60549,-122.33319,Office,1052469.0,164420.0,888049.0,764305.5,41434718.0,288.86,93.0,0.84,0.16,14
355,NonResidential,1.0,42.0,47.60616,-122.33165,Office,617684.0,171500.0,446184.0,581558.0,53523492.0,497.83,28.0,0.72,0.28,43
356,NonResidential,1.0,8.0,47.60471,-122.33261,Office,201480.0,0.0,201480.0,161762.0,9328180.0,178.42,91.0,1.0,0.0,109
357,Nonresidential COS,1.0,63.0,47.60501,-122.32988,Office,1275187.0,159600.0,1115587.0,1189519.5,63145918.0,440.71500000000003,89.0,0.87,0.13,26
359,Nonresidential COS,1.0,8.0,47.60377,-122.32971,Office,199530.0,30660.0,168870.0,160418.0,13193614.5,299.45500000000004,69.0,0.85,0.15,13
360,NonResidential,1.0,13.0,47.60249,-122.32854,Office,372242.0,52703.0,319539.0,345890.5,14463599.0,225.195,98.0,0.86,0.14,10
361,NonResidential,1.0,7.0,47.60193,-122.32812,Office,114395.0,8296.0,106099.0,96582.0,2922599.375,69.67500000000001,99.0,0.93,0.07,107
363,NonResidential,1.0,2.0,47.66024,-122.31278,Commerce,89200.0,0.0,89200.0,89200.0,6375752.0,81.43,83.0,1.0,0.0,38
364,NonResidential,1.0,23.0,47.66072,-122.31466,Office,474546.0,0.0,474546.0,474546.0,28450436.0,198.34,77.0,1.0,0.0,45
365,NonResidential,1.0,5.0,47.6606,-122.31512,Data Center,36000.0,0.0,36000.0,36000.0,30038490.0,209.41,96.0,1.0,0.0,47
366,NonResidential,1.0,5.0,47.661,-122.31626,Office,99005.0,0.0,99005.0,79555.0,5271326.75,148.475,70.0,1.0,0.0,55
367,NonResidential,1.0,6.0,47.66065,-122.31689,Office,135051.0,44248.0,90803.0,95943.0,4225961.5,29.465,88.0,0.67,0.33,14
368,NonResidential,1.0,5.0,47.65999,-122.31741,Office,220649.0,82720.0,137929.0,145754.0,6672851.25,46.519999999999996,93.0,0.63,0.37,14
370,NonResidential,1.0,18.0,47.61597,-122.33086,Office,413715.0,64660.0,349055.0,348270.0,23702008.0,167.78,79.0,0.84,0.16,36
371,NonResidential,1.0,11.0,47.6177,-122.3306,Parking,381381.0,195621.0,185760.0,173506.0,9781213.0,73.045,94.0,0.49,0.51,16
372,NonResidential,1.0,20.0,47.61695,-122.32965,Office,497513.0,118744.0,378769.0,367623.0,26366361.0,193.375,65.0,0.76,0.24,28
373,NonResidential,1.0,24.0,47.61431,-122.34244,Office,543876.0,116721.0,427155.0,428442.5,25574053.0,178.285,79.0,0.79,0.21,37
375,NonResidential,1.0,6.0,47.6182,-122.352,Office,396626.0,124216.0,272410.0,278634.5,20495663.0,142.885,64.0,0.69,0.31,34
376,NonResidential,1.0,6.0,47.61598,-122.34369,Office,287471.0,83591.0,203880.0,191814.0,13962018.0,116.59,74.0,0.71,0.29,14
377,NonResidential,1.0,3.0,47.61734,-122.34434,Office,192630.0,48512.0,144118.0,143761.5,5299064.5,41.43,94.0,0.75,0.25,69
379,NonResidential,1.0,8.0,47.6176,-122.35686,Office,253103.0,61986.0,191117.0,161217.5,26168685.0,182.435,3.0,0.76,0.24,32
381,NonResidential,1.0,1.0,47.7019,-122.36374,Commerce,60880.0,0.0,60880.0,61666.0,13807298.0,356.325,54.0,1.0,0.0,60
